prompt,summary
"I have 648 pencils. If I put 4 pencils in each pencil box, how many pencil boxes will I fill?","var1 = [find] pencils [/find]  # 648, var2 = [find] pencils per box [/find]  # 4, var3 = [divide] var1, var2 [/divide]  # 648 / 4 = 162, [return] var3 [/return]  # 162 "
The school bought 54 basketballs and distribute them into 7 classes equally. How many basketballs are left?,"var1 = [find] basketballs [/find]  # 54, var2 = [find] classes [/find]  # 7, var3 = [divide] var1, var2 [/divide]  # 54 / 7 = 7.71, var3 = [round_down] var3 [/round_down]  # round down 7.71  = 7, var4 = [multiply] var2, var3 [/multiply]  # 7 * 7 = 49, var5 = [subtract] var1, var4 [/subtract]  # 54 - 49 = 5, [return] var5 [/return]  # 5 "
"The drama club meets in the school auditorium every 3 days, and the choir meets there every 5 days. If the groups are both meeting in the auditorium today, then how many days from now will they next have to share the auditorium?","var1 = [find] ""drama club meets"" [/find]  # 3, var2 = [find] ""choir meets"" [/find]  # 5, var3 = [find_lcm] var1, var2 [/find_lcm]  # [LCM] 3,5 [/LCM]  = 15, [return] var3 [/return]  # 15 "
Rosa is making a game board that is 16 inches by 24 inches. She wants to use square tiles. What is the largest tile she can use?,"var1 = [find] 16 inches board [/find]  # 16, var2 = [find] 24 inches board [/find]  # 24, var3 = [gcd] var1,var2 [/gcd]  # [gcd] 16,24 [/gcd]  = 8, [return] var3 [/return]  # 8 "
"For a potluck lunch Bianca brought nine bottles of soda. If someone else had already brought eight sodas, how many were there total?","var1 = [find] Bianca sodas [/find]  # 9, var2 = [find] existing sodas [/find]  # 8, var3 = [add] var1, var2 [/add]  # 9 + 8 = 17, [return] var3 [/return]  # 17 "
"Jane can arrange 16 vases of flowers in a day. If there are 248 vases of flowers to be arranged, how many days are needed for her to finish all the flower arrangements?","var1 = [find] vases of flowers to arrange [/find]  # 248, var2 = [find] vases per day [/find]  # 16, var3 = [divide] var1, var2 [/divide]  # 248 / 16 = 15.5, var3 = [round_up] var3 [/round_up]  # round up 15.5  = 16, [return] var3 [/return]  # 16 "
Wendy's brother had 6 pieces of candy. Wendy had 2 boxes with 3 pieces each. How many pieces did they have total?,"var1 = [find] candy from Wendy's brother [/find]  # 6, var2 = [find] boxes [/find]  # 2, var3 = [find] candy per box [/find]  # 3, var2 = var2 * var3 # 2 * 3 = 6, var1 = [add] var1, var2 [/add]  # 6 + 6 = 12, [return] var1 [/return]  # 12 "
"Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies. How many candies did he get?","var1 = [find] chewing gums [/find]  # 15, var2 = [find] chocolate bars [/find]  # 20, var1 = [add] var1, var2 [/add]  # 15 + 20 = 35, var2 = [find] assorted candies [/find]  # 15, var1 = [add] var1, var2 [/add]  # 35 + 15 = 50, [return] var1 [/return]  # 50 "
"If you have 2 quarters, 1 dime and 3 pennies, how much money do you have?","var1 = [find] 2 quarters price [/find]  # 0.50, var2 = [find] dime price [/find]  # 0.10, var3 = [find] 3 pennies price [/find]  # 0.03, var4 = [add] var1, var2 [/add] , var5 = [add] var4, var3 [/add]  # 0.50 + 0.10 + 0.03 = 0.63, [return] var5 [/return]  # 0.63 "
Debby makes 67 pancakes. She adds blueberries to 20 of them and bananas to 24 of them. The rest are plain. How many plain pancakes are there?,"var1 = [find] pancakes with blueberries [/find]  # 20, var2 = [find] pancakes with bananas [/find]  # 24, var3 = [add] var1, var2 [/add]  # 20 + 24 = 44, var4 = [find] total pancakes [/find]  # 67, var5 = [subtract] var4, var3 [/subtract]  # 67 - 44 = 23, [return] var5 [/return]  # 23 "
"The friends then proceeded to the rest of the houses in their village. However, Sam had to go home earlier. She got her share of candies which are composed of 10 chewing gums, 15 chocolate bars, and 20 assorted fruit candies. How many candies did she get in total?","var1 = [find] chewing gums [/find]  # 10, var2 = [find] chocolate bars [/find]  # 15, var1 = [add] var1, var2 [/add]  # 10 + 15 = 25, var2 = [find] assorted fruit candies [/find]  # 20, var1 = [add] var1, var2 [/add]  # 25 + 20 = 45, [return] var1 [/return]  # 45 "
The Book Nook sold 27 computer books last week. The sold 15 more cook books than computer books. How many cook books did the Book Nook sell?,"var1 = [find] computer books [/find]  # 27, var2 = [find] more cook books [/find]  # 15, var3 = [add] var1, var2 [/add]  # 27 + 15 = 42, [return] var3 [/return]  # 42 "
Mrs. Wong had 30 Valentines. She gave 8 Valentines to her children. How many does she have left?,"var1 = [find] Mrs. Wong had Valentines [/find]  # 30, var2 = [find] Valentines given [/find]  # 8, var3 = [subtract] var1, var2 [/subtract]  # 30 - 8 = 22, [return] var3 [/return]  # 22 "
"Willy has 5,092 crayons. Lucy has 3,971 crayons. How many more crayons does Willy have than Lucy?","var1 = [find] Willy crayons [/find]  # 5092, var2 = [find] Lucy crayons [/find]  # 3971, var1 = [subtract] var1, var2 [/subtract] , [return] var1 [/return]  # 1121 "
"Michael and Tom both love collecting robots. They meet up every month so that they can check out and compare their collections. On their latest meeting, they found out that Tom has twice as many animal robots than Michael. If Michael has 8 animal robots, how many animal robots does Tom have?","var1 = [find] Michael animal robots [/find]  # 8, var2 = [find] ratio of animal robots between Tom and Michael [/find]  # 2, var1 = [multiply] var1, var2 [/multiply]  # 8 * 2 = 16, [return] var1 [/return]  # 16 "
"Across the river, he fell into a hole. To get out, he needs to fill it with 823 gallons of water. If the hole initially has 676 gallons, how much water does he need to fill it?","var1 = [find] total water needed [/find]  # 823 gal., var2 = [find] current water in the hole [/find]  # 676 gal., var1 = [subtract] var1, var2 [/subtract]  # 823 - 676 = 147 gal., [return] var1 [/return]  # 147 gal. "
"After paying $2.30 for a drink, Bryon has $17.15. How much money did he have before buying the drink?","var1 = [find] money after drink [/find]  # 17.15, var2 = [find] drink cost [/find]  # 2.30, var3 = [add] var1, var2 [/add]  # 17.15 + 2.30 = 19.45, [return] var3 [/return]  # 19.45 "
"Dave was organizing his baseball cards in a binder with eight on each page. If he had three new cards and thirteen old cards to put in the binder, how many pages would he use?","var1 = [find] new cards [/find]  # 3, var2 = [find] old cards [/find]  # 13, var1 = [add] var1, var2 [/add]  # 3 + 13 = 16, var2 = [find] cards per page [/find]  # 8, var3 = [divide] var1, var2 [/divide]  # 16 / 8 = 2, [return] var3 [/return]  # 2 "
"Some deer families are also moving out to avoid the shortage of grass that will result from occasional blizzards. If there are 79 deer families in the area and around 45 of them stayed, how many deer families moved out?","var1 = [find] deer families in the area [/find]  # 79, var2 = [find] deer families stayed [/find]  # 45, var1 = [subtract] var1, var2 [/subtract]  # 79 - 45 = 34, [return] var1 [/return]  # 34 "
"The difference of two numbers is 100. If one of the numbers is 91, find the other number.","var1 = [find] difference [/find]  # 100, var2 = [find] first number [/find]  # 91, var1 = [add] var2, var1 [/add] , [return] var1 [/return]  # 191 "
"Isabella's hair is 18 inches long. If she gets a haircut and now her hair is 9 inches long, how much of Isabella's hair got cut off?","var1 = [find] Isabella's hair was long [/find]  # 18, var2 = [find] Isabella's hair is long [/find]  # 9, var3 = [subtract] var1, var2 [/subtract]  # 18 - 9 = 9, [return] var3 [/return]  # 9 "
"It is Buddy's first day at a new school and he is feeling very nervous. His day begins with some bacon and egg prepared by his mother. After eating and preparing, Buddy headed out to catch the school bus from the nearest bus stop. Including Buddy, there were 39 students that got on the bus during the first stop. If 29 more students got on the bus at the second stop, how many students are riding the bus?","var1 = [find] students at first stop [/find]  # 39, var2 = [find] students at second stop [/find]  # 29, var1 = [add] var1, var2 [/add]  # 39 + 29 = 68, [return] var1 [/return]  # 68 "
"Being concerned with the ecology of lakes, Hazel and her dad returned the youngling fishes they caught. If they took 23 fishes from Lake Ontario and Erie, 30 fishes from Lake Huron and Michigan and 44 from Lake Superior, how many fishes will they bring home with them?","var1 = [find] fishes from Ontario and Erie [/find]  # 23, var2 = [find] fishes from Huron and Michigan [/find]  # 30, var1 = [add] var1, var2 [/add]  # 23 + 30 = 53, var2 = [find] fishes from Superior [/find]  # 44, var1 = [add] var1, var2 [/add]  # 53 + 44 = 97, [return] var1 [/return]  # 97 "
"During recess, Buddy went to the cafeteria where he met other students from different grades. If he met 14 second grade students, 10 fourth grade students and 16 fifth grade students, how many more students did Buddy meet during recess?","var1 = [find] second grade students [/find]  # 14, var2 = [find] fourth grade students [/find]  # 10, var1 = [add] var1, var2 [/add]  # 14 + 10 = 24, var2 = [find] fifth grade students [/find]  # 16, var1 = [add] var1, var2 [/add]  # 24 + 16 = 40, [return] var1 [/return]  # 40 "
"Two clocks ring once at the same time. After that, the first clock rings after every 90 minutes, and the second after every 60 minutes. After how many minutes will they again ring together?","var1 = [find] first clock rings after 90 minutes [/find]  # 90, var2 = [find] second clock rings after 60 minutes [/find]  # 60, var3 = [lcm] var1,var2 [/lcm]  # [lcm] 90,60 [/lcm]  = 180, [return] var3 [/return]  # 180 "
"On Friday a pizza store sold 2 pepperoni, 6 bacon and 6 cheese pizzas. How many pizzas did they sell total? ","var1 = [find] pepperoni pizzas [/find]  # 2, var2 = [find] bacon pizzas [/find]  # 6, var3 = [find] cheese pizzas [/find]  # 6, var4 = [add] var1, var2 [/add]  # 2 + 6 = 8, var5 = [add] var4, var3 [/add]  # 8 + 6 = 14, [return] var5 [/return]  # 14 "
"At the playground, the new sandbox was 4 meters wide and 2 meters long. What is the area of the sandbox?","var1 = [find] width [/find]  # 4, var2 = [find] length [/find]  # 2, var3 = [multiply] var1, var2 [/multiply]  # 4 * 2 = 8, [return] var3 [/return]  # 8 "
The grasshopper and the frog had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 15 inches farther than the grasshopper. How far did the frog jump?,"var1 = [find] grasshopper jump [/find]  # 25, var2 = [find] jump difference [/find]  # 15, var3 = [add] var1, var2 [/add]  # 25 + 15 = 40, [return] var3 [/return]  # 40 "
"At the gym, Hillary swims every 6 days, runs every 4 days and cycles every 16 days. If she did all three activities today, in how many days will she do all three activities again on the same day?","var1 = [LCM] 6, 4, 16 [/LCM]  # [LCM] 6, 4, 16 [/LCM]  = 48, [return] var1 [/return]  # 48 "
"An architect was building a hotel downtown. He bought 147 lamps to put in the rooms. If each room gets 7 lamps, how many rooms does the hotel have?","var1 = [find] lamps [/find]  # 147, var2 = [find] lamps per room [/find]  # 7, var3 = [divide] var1, var2 [/divide]  # 147 / 7 = 21, [return] var3 [/return]  # 21 "
"Mr. Peter harvested some pears. He picked 43 kg of the pears into a bag and 35 kg of the pears into another bag. If there were still 15 kg of pears left unpacked, how many kilograms of pears did Mr. Peter harvest?","var1 = [find] pears in first bag [/find]  # 43, var2 = [find] pears in second bag [/find]  # 35, var3 = [add] var1, var2 [/add]  # 43 + 35 = 78, var2 = [find] pears left [/find]  # 15, var3 = [add] var3, var2 [/add]  # 78 + 15 = 93, [return] var3 [/return]  # 93 "
"While shopping for music online, Zoe bought three country albums and five pop albums. Each album came with a lyric sheet and had three songs. How many songs did Zoe buy total?","var1 = [find] country albums [/find]  # 3, var2 = [find] pop albums [/find]  # 5, var3 = [add] var1, var2 [/add]  # 3 + 5 = 8, var4 = [find] songs per album [/find]  # 3, var5 = [multiply] var3, var4 [/multiply]  # 8 * 3 = 24, [return] var5 [/return]  # 24 "
The library is 14.2 km away from Daniel's apartment. The bus takes Daniel 11.15 km of the way to the library. He has to walk the remaining distance. How many meters does Daniel have to walk?,"var1 = [find] distance to the library [/find]  # 14.2 km, var2 = [find] distance of the bus ride [/find]  # 11.15 km, var3 = [subtract] var1, var2 [/subtract]  # 14.2 km - 11.15 km = 3.05 km, [return] var3 * 1000 [/return]  # 3.05 km * 1000 m/km = 3050 m "
He also had 8 aquariums for saltwater animals. Each aquarium has 64 animals in it. How many saltwater animals does Tyler have?,"var1 = [find] animals per aquarium [/find]  # 64, var2 = [find] number of aquariums [/find]  # 8, var1 = [multiply] var1, var2 [/multiply]  # 64 * 8 = 512, [return] var1 [/return]  # 512 "
"Next on his list is the city's Orphanage for Young Girls. He bought roses, lilies, sunflowers and daisies. If he bought 40 pieces of each flower, how many flowers did the orphanage receive?","var1 = [find] number of types of flowers [/find]  # 4, var2 = [find] pieces per flower [/find]  # 40, var1 = [multiply] var1, var2 [/multiply]  # 4 * 40 = 160, [return] var1 [/return]  # 160 "
"There were 17 girls and 32 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ","var1 = [find] girls trying out [/find]  # 17, var2 = [find] boys trying out [/find]  # 32, var3 = [add] var1, var2 [/add]  # 17 + 32 = 49, var4 = [subtract] var3, 10 [/subtract]  # 49 - 10 = 39, [return] var4 [/return]  # 39 "
"Lizzie lives in a very big and polluted city. Being an advocate for the environment, she organized a cleanup drive to help reduce the pollution. They started by cleaning the rivers that flow through and around the city. If her group was able to collect 387 pounds of garbage and another group gathered 39 pounds less than Lizzie's group, how much garbage were the two groups able to gather?","var1 = [find] garbage collected by Lizzie's group [/find]  # 387, var2 = [find] garbage collected by the other group [/find]  # 387 - 39 = 348, var1 = [add] var1, var2 [/add]  # 387 + 348 = 735, [return] var1 [/return]  # 735 "
Rachel had to complete 9 pages of math homework and 2 pages of reading homework. How many pages did she have to complete total?,"var1 = [find] math homework pages [/find]  # 9, var2 = [find] reading homework pages [/find]  # 2, var3 = [add] var1, var2 [/add]  # 9 + 2 = 11, [return] var3 [/return]  # 11 "
Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,"var1 = [find] pictures in coloring book 1 [/find]  # 44, var2 = [find] pictures in coloring book 2 [/find]  # 44, var3 = [add] var1, var2 [/add]  # 44 + 44 = 88, var4 = [subtract] var3, 20 [/subtract]  # 88 - 20 = 68, [return] var4 [/return]  # 68 "
"An international group had 49 Chinese, Americans and Australians. 16 of them were Americans and 11 of them were Australians. How many Chinese were there?","var1 = [find] Americans [/find]  # 16, var2 = [find] Australians [/find]  # 11, var3 = [add] var1, var2 [/add]  # 16 + 11 = 27, var4 = [find] total group [/find]  # 49, var5 = [subtract] var4, var3 [/subtract]  # 49 - 27 = 22, [return] var5 [/return]  # 22 "
"A waiter had eighteen customers. If six left, how many customers would the waiter still have? ","var1 = [find] total customers [/find]  # 18, var2 = [find] left customers [/find]  # 6, var3 = [subtract] var1, var2 [/subtract]  # 18 - 6 = 12, [return] var3 [/return]  # 12 "
"A museum had ninety-eight paintings. After they got rid of some, they had ninety-five left. How many paintings did they get rid of? ","var1 = [find] total paintings [/find]  # 98, var2 = [find] left paintings [/find]  # 95, var3 = [subtract] var1, var2 [/subtract]  # 98 - 95 = 3, [return] var3 [/return]  # 3 "
"Jerry's freezer had 30 ice cubes in it. If he had to get ice for 6 cups, how many pieces should he put in each cup to make them have the same amount?","var1 = [find] ice cubes [/find]  # 30, var2 = [find] cups [/find]  # 6, var3 = [divide] var1, var2 [/divide]  # 30 / 6 = 5, [return] var3 [/return]  # 5 "
There are 22 dogs in the farm. They live in 5 dog-houses equally. How many dogs are left?,"var1 = [find] dogs [/find]  # 22, var2 = [find] dog-houses [/find]  # 5, var3 = [divide] var1, var2 [/divide]  # 22 / 5 = 4.4, var3 = [round_down] var3 [/round_down]  # round down 4.4  = 4, var4 = [multiply] var2, var3 [/multiply]  # 5 * 4 = 20, var5 = [subtract] var1, var4 [/subtract]  # 22 - 20 = 2, [return] var5 [/return]  # 2 "
"A worksheet had 4 problems on it. If a teacher had 9 worksheets to grade and had already graded 5 of them, how many more problems does she have to grade?","var1 = [find] problems [/find]  # 4, var2 = [find] worksheets [/find]  # 9, var3 = [multiply] var1, var2 [/multiply]  # 4 * 9 = 36, var4 = [find] graded worksheets [/find]  # 5, var5 = [multiply] var1, var4 [/multiply]  # 4 * 5 = 20, var6 = [subtract] var3, var5 [/subtract]  # 36 - 20 = 16, [return] var6 [/return]  # 16 "
Paige had a sheet of paper that was 9 inches long and 10 inches wide. What is the area of the paper?,"var1 = [find] length [/find]  # 9, var2 = [find] width [/find]  # 10, var3 = [multiply] var1, var2 [/multiply]  # 9 * 10 = 90, [return] var3 [/return]  # 90 "
There were 18 girls and 15 boys on the track team. 7 more girls joined the team. 4 boys quit the team. How many children were on the track team then?,"var1 = [find] girls on team [/find]  # 18, var2 = [add] var1, 7 [/add]  # 18 + 7 = 25, var3 = [find] boys on team [/find]  # 15, var4 = [subtract] var3, 4 [/subtract]  # 15 - 4 = 11, var5 = [add] var2, var4 [/add]  # 25 + 11 = 36, [return] var5 [/return]  # 36 "
David has zero fewer apples than Marin. Marin has three apples. How many apples does David have?,"var1 = [find] apples Marin has [/find]  # 3, var2 = [find] apples less than Marin's apples [/find]  # 0, var1 = [add] var1, var2 [/add]  # 3 + 0 = 3, [return] var1 [/return]  # 3 "
Corey earns extra money finding lost golf balls. His goal is to find 48 golfballs every weekend. He found 16 golf balls on Saturday. He found 18 more golf balls on Sunday. How many more golf balls does Corey need to find to reach his goal?,"var1 = [find] goal golf balls [/find]  # 48, var2 = [add] 16, 18 [/add]  # 16 + 18 = 34, var3 = [subtract] var1, var2 [/subtract]  # 48 - 34 = 14, [return] var3 [/return]  # 14 "
"In a school, there are 542 girls and 387 boys. How many pupils are there in that school?","var1 = [find] girls [/find]  # 542, var2 = [find] boys [/find]  # 387, var3 = [add] var1, var2 [/add]  # 542 + 387 = 929, [return] var3 [/return]  # 929 "
"Each table in a break room can seat eight people. If the break room has four tables, how many people can sit in there?","var1 = [find] people per table [/find]  # 8, var2 = [find] total tables [/find]  # 4, var3 = [multiply] var1, var2 [/multiply]  # 8 * 4 = 32, [return] var3 [/return]  # 32 "
Lucy put sixty-eight shells in her bucket. She found some more shells and now she has eighty-nine shells. How many more did she find?,"var1 = [find] Lucy's shells [/find]  # 68, var2 = [find] shells found [/find]  # 89 - 68, var3 = [subtract] 89, var1 [/subtract]  # 89 - 68 = 21, [return] var3 [/return]  # 21 "
"Chloe and her friends were recycling paper for their class. For every six pounds they recycled they earned 1 point. If Chloe recycled twenty-eight pounds and her friends recycled two pounds, how many points did they earn?","var1 = [find] Chloe's recycled paper [/find]  # 28, var2 = [find] friends' recycled paper [/find]  # 2, var1 = [add] var1, var2 [/add]  # 28 + 2 = 30, var2 = [find] pounds per point [/find]  # 6, var3 = [divide] var1, var2 [/divide]  # 30 / 6 = 5, [return] var3 [/return]  # 5 "
"Cindy had 41 pieces of candy. She ate six pieces in the morning, and twelve more pieces in the afternoon. How many pieces of candy does she have left?","var1 = [find] Cindy had candy [/find]  # 41, var2 = [find] candy eaten in the morning [/find]  # 6, var3 = [find] candy eaten in the afternoon [/find]  # 12, var4 = [add] var2, var3 [/add] , var5 = [subtract] var1, var4 [/subtract]  # 41 - 6 + 12  = 41 - 18 = 23, [return] var5 [/return]  # 23 "
"A washing machine can wash 28 pounds of clothes per day. If there are 200 pounds of clothes to be washed per day, how many pounds of clothes does the washing machine that isn't fully loaded wash per day?","var1 = [find] clothes to be washed [/find]  # 200, var2 = [find] capacity of washing machine [/find]  # 28, var3 = [divide] var1, var2 [/divide]  # 200 / 28 = 7.14, var3 = [round_down] var3 [/round_down]  # round down 7.14  = 7, var4 = [multiply] var2, var3 [/multiply]  # 28 * 7 = 196, var5 = [subtract] var1, var4 [/subtract]  # 200 - 196 = 4, [return] var5 [/return]  # 4 "
"A farmer had seventeen tomatoes from his garden. If he picked nine of them, what's the difference between the number of tomatoes before picking and he picked?","var1 = [find] Tomatoes before picking [/find]  # 17, var2 = [find] Tomatoes picked [/find]  # 9, var1 = [subtract] var1, var2 [/subtract]  # 17 - 9 = 8, [return] var1 [/return]  # 8 "
There are thirty-three rose bushes and thirty-seven oak trees currently in the park. Park workers will plant more rose bushes today. When the workers are finished there will be ninety-eight rose bushes in the park. How many rose bushes did the workers plant today ?,"var1 = [find] original rose bushes [/find]  # 33, var2 = [find] final rose bushes [/find]  # 98, var1 = [subtract] var2, var1 [/subtract]  # 98 - 33 = 65, [return] var1 [/return]  # 65 "
A book had a length of 2 inches and a width of 3 inches. What is the area of the book?,"var1 = [find] length [/find]  # 2, var2 = [find] width [/find]  # 3, var3 = [multiply] var1, var2 [/multiply]  # 2 * 3 = 6, [return] var3 [/return]  # 6 "
"Amanda and Sadie each have a band. Amanda's band plays songs in sets of 2 and Sadie's band plays songs in sets of 9. After performing together, both bands realize that they have played the same number of songs. What is the smallest number of songs each band could have performed?","var1 = [find] ""Amanda's band sets"" [/find]  # 2, var2 = [find] ""Sadie's band sets"" [/find]  # 9, var3 = [find_lcm] var1, var2 [/find_lcm]  # [LCM] 2,9 [/LCM]  = 18, [return] var3 [/return]  # 18 "
"For Halloween Tom received twenty pieces of candy. If he put them into piles with five in each pile, how many piles could he make?","var1 = [find] candy pieces [/find]  # 20, var2 = [find] pieces per pile [/find]  # 5, var3 = [divide] var1, var2 [/divide]  # 20 / 5 = 4, [return] var3 [/return]  # 4 "
"Chris, tasked to lead the newspaper collection, was able to obtain 42 newspapers from their neighborhood. If his sister Lily helped him and was able to get 23 more newspapers from another block, how many newspapers were they able to collect together?","var1 = [find] Chris newspapers [/find]  # 42, var2 = [find] newspapers from Lily [/find]  # 23, var1 = [add] var1, var2 [/add]  # 42 + 23 = 65, [return] var1 [/return]  # 65 "
A book has two chapters. The first chapter is 48 pages long. The second chapter is 46 pages long. How many pages does the book have altogether?,"var1 = [find] first chapter pages [/find]  # 48, var2 = [find] second chapter pages [/find]  # 46, var3 = [add] var1, var2 [/add]  # 48 + 46 = 94, [return] var3 [/return]  # 94 "
Will was drawing super heroes on a sheet of scrap paper. He drew two heroes on the front and seven heroes on the back. How many heroes did he draw total?,"var1 = [find] front heroes [/find]  # 2, var2 = [find] back heroes [/find]  # 7, var3 = [add] var1, var2 [/add]  # 2 + 7 = 9, [return] var3 [/return]  # 9 "
"Jane's mom picked cherry tomatoes from their backyard. If she gathered 56 cherry tomatoes and is about to place them in small jars which can contain 8 cherry tomatoes at a time, how many jars will she need?","var1 = [find] cherry tomatoes [/find]  # 56, var2 = [find] cherry tomatoes per jar [/find]  # 8, var1 = [divide] var1, var2 [/divide]  # 56 / 8 = 7, [return] var1 [/return]  # 7 "
"Joe had fifty toy cars. If he gets twelve more cars, how many cars will he have then?","var1 = [find] Joe's cars [/find]  # 50, var2 = [find] cars added [/find]  # 12, var3 = [add] var1, var2 [/add]  # 50 + 12 = 62, [return] var3 [/return]  # 62 "
"April's discount flowers was having a sale where each rose was 4 dollars. If April started with 13 roses and had 4 roses left, how much money did she earn?","var1 = [find] roses [/find]  # 13, var2 = [find] left roses [/find]  # 4, var3 = [subtract] var1, var2 [/subtract]  # 13 - 4 = 9, var4 = [find] dollars per rose [/find]  # 4, var5 = [multiply] var3, var4 [/multiply]  # 9 * 4 = 36, [return] var5 [/return]  # 36 "
"A group of 8 friends were playing a video game. In the game, each player started with 8 lives. How many lives did they have totaled?","var1 = [find] friends playing [/find]  # 8, var2 = [find] lives per player [/find]  # 8, var3 = [multiply] var1, var2 [/multiply]  # 8 * 8 = 64, [return] var3 [/return]  # 64 "
Sam put 86 pretzels in a bowl for the party. His friends ate 49 of them. Sam put in 27 more pretzels. How many pretzels were in the bowl then?,"var1 = [find] initial pretzels [/find]  # 86, var2 = [subtract] var1, 49 [/subtract]  # 86 - 49 = 37, var3 = [add] var2, 27 [/add]  # 37 + 27 = 64, [return] var3 [/return]  # 64 "
172 students are forming teams for a mountaineering competition. Each team should have 18 students. How many teams can they form?,"var1 = [find] students [/find]  # 172, var2 = [find] team size [/find]  # 18, var3 = [divide] var1, var2 [/divide]  # 172 / 18 = 9.55, var3 = [round_down] var3 [/round_down]  # round down 9.55  = 9, [return] var3 [/return]  # 9 "
Faye was cutting out some fabric for a friend. She cut a piece that was 3 centimeters wide and had an area of 24 square centimeters. How long was the piece?,"var1 = [find] area [/find]  # 24, var2 = [find] width [/find]  # 3, var3 = [divide] var1, var2 [/divide]  # 24 / 3 = 8, [return] var3 [/return]  # 8 "
Mrs. Hilt ate 5 apples every hour. How many apples had she eaten at the end of 3 hours?,"var1 = [find] apples eaten per hour [/find]  # 5, var2 = [multiply] var1, 3 [/multiply]  # 5 * 3 = 15, [return] var2 [/return]  # 15 "
52 children and 29 adults went to the track meet. The stadium has 95 seats. How many seats were empty?,"var1 = [add] 52, 29 [/add]  # 52 + 29 = 81, var2 = [find] total seats [/find]  # 95, var3 = [subtract] var2, var1 [/subtract]  # 95 - 81 = 14, [return] var3 [/return]  # 14 "
