prompt,summary
Debby bought 95 soda bottles and 180 water bottles when they were on sale. If she drank 15 water bottles and 54 soda bottles a dayHow many days would the water bottles last?,"var1 = [find](soda bottles) # 95, var2 = [find](bottles drank per day) # 54, var3 = [divide](var1, var2), var4 = [find](water bottles) # 180, var5 = [find](bottles drank per day) # 15, var6 = [divide](var4, var5), [CALL] # 95 / 54 = 1.76, 180 / 15 = 12, [return](var6) # 12"
Ned gave away thirteen of his video games to a friend. Now Ned has six games. How many games did Ned have before he gave the games away? ,"var1 = [find](left games) # 6, var2 = [find](given away games) # 13, var3 = [add](var1, var2), [CALL] # 6 + 13 = 19, [return](var3) # 19"
"There are 2 American people, 4 French people and 4 Chinese people a meeting room. 3 of them leave. How many people are left the meeting room?","var1 = [find](American people) # 2, var2 = [find](French people) # 4, var3 = [add](var1, var2), [CALL] # 2 + 4 = 6, var4 = [find](Chinese people) # 4, var5 = [add](var3, var4), [CALL] # 6 + 4 = 10, var6 = [find](people leaving) # 3, var7 = [subtract](var5, var6), [CALL] # 10 - 3 = 7, [return](var7) # 7"
"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous dayHow many more visitors visited the Buckingham palace on that day than on the previous day?","var1 = [find](visitors) #661, var2 = [find](previous visitors) #600, var3 = [subtract](var1, var2), [CALL] # 661 - 600 = 61, [return](var3) # 61"
"Faye had seven books. If she bought twelve more at a yard sale, how many would she have total?","var1 = [find](starting books) # 7, var2 = [find](yard sale books) # 12, var1 = [add](var1, var2), [CALL] # 7 + 12 = 19, [return](var1) # 19"
Winnie completed eighty-six consecutive repetitions for rope jumping yesterday. Today she completed only seventy-three. How many repetitions did she fell behind?,"var1 = [find](yesterday's repetitions) # 86, var2 = [find](today's repetitions) # 73, var3 = [subtract](var1, var2), [CALL] # 86 - 73 = 13, [return](var3) # 13"
"George bought 17 pieces of candy to give to 5 of his friends. If he wants to give each friend the same amount, how many pieces would he have left over?","var1 = [find](""candy pieces"") # 17, var2 = [find](""friends"") # 5, var3 = [mod](var1, var2) # 17 % 5 = 2, [return](var3) # 2"
"At a comic convention Janet wanted to buy 8 comics, but each one costs 4 dollars, plus it costs 2 to even get in. How much money should she take with her so she can get in and buy what she wants?","var1 = [find](comics) # 8, var2 = [find](price per comic) # 4, var1 = var1 * var2, [CALL] # 8 * 4 = 32, var2 = [find](entry fee) # 2, var1 = [add](var1, var2), [CALL] # 32 + 2 = 34, [return](var1) # 34"
Baker made some cakes. He sold 145 of them. If he still has 72 cakes leftHow many cakes did baker make?,"var1 = [find](total cakes) #145 + 72 = 217, [return](var1) #217"
"While playing a trivia game, Team A scored 2 points, Team B scored 9 points and Team C scored 4 points. How many points were scored total? ","var1 = [find](Team A points) # 2, var2 = [find](Team B points) # 9, var3 = [find](Team C points) # 4, var4 = [add](var1, var2), [CALL] # 2 + 9 = 11, var5 = [add](var4, var3), [CALL] # 11 + 4 = 15, [return](var5) # 15"
Randy has some blocks. He uses 52 blocks to build a tower. If there are 38 blocks leftHow many blocks did he have at the start?,"var1 = [find](left blocks) #38, var2 = [add](var1, 52), [CALL] # 38 + 52 = 90, [return](var2) #90"
Mary is baking a cake. The recipe calls for 5 cups of sugar and 13 cups of flour. She already put in some cups of flour. If she still needs 12 more cups of flourHow many cups of flour did she put in?,"var1 = [find](flour needed) # 13, var2 = [find](additional flour needed) # 12, var3 = [subtract](var1, var2), [CALL] # 13 - 12 = 1, [return](var3) # 1"
A book has two chapters. The first chapter is 48 pages long. The second chapter is 46 pages long. How many pages does the book have altogether?,"var1 = [find](first chapter pages) # 48, var2 = [find](second chapter pages) # 46, var3 = [add](var1, var2), [CALL] # 48 + 46 = 94, [return](var3) # 94"
The school is planning a field trip. The school has 87 classrooms. There are 58 students in the school with each classroom having the same number of students. If there are 2 seats on each school bus.How many buses are needed to take the trip?,"var1 = [find](students) #58, var2 = [divide](var1, 87), [CALL] # 58 / 87 = 0.67, var3 = [divide](var1, 2), [CALL] # 58 / 2 = 29, [return](var3) # 29"
"Frank was reading through his favorite book. The book had 41 chapters, each with the same number of pages. It has a total of 450 pages. It took Frank 30 days to finish the book.How many pages did he read per day?","var1 = [find](pages in book) # 450, var2 = [find](chapters in book) # 41, var3 = [divide](var1, var2), var4 = [find](days to finish book) # 30, var5 = [divide](var1, var4), [CALL] # 450 / 41 = 10.97, 450 / 30 = 15, [return](var5) # 15"
"An airplane hangar is 300 feet long. How many planes can fit into it, end to end, if each plane is 40 feet long?","var1 = [find](airplane hangar length) # 300, var2 = [find](plane length) # 40, var3 = [divide](var1, var2), [CALL] # 300 / 40 = 7.5 (rounded down to 7), [return](var3) # 7"
Amy has 67 balloons. 29 of them are red and 17 are green. The rest of the balloons are blue. How many blue balloons does Amy have?,"var1 = [add](29, 17), [CALL] # 29 + 17 = 46, var2 = [find](total balloons) # 67, var3 = [subtract](var2, var1), [CALL] # 67 - 46 = 21, [return](var3) # 21"
A pile of clean white paper was stacked in the corner of her room. She decided to place these papers in paper envelopes which can contain 10 white papers. How many paper envelopes does she need if she has 120 clean white papers?,"var1 = [find](papers per envelope) # 10, var2 = [find](number of papers) # 120, var1 = [divide](var2, var1), [CALL] # 120 / 10 = 12, [return](var1) # 12"
"Veronica is making emergency-preparedness kits to share with friends. She has 20 bottles of water and 12 cans of food, which she would like to distribute equally among the kits, with nothing left over. What is the greatest number of kits Veronica can make?","var1 = [find](""bottles of water"") # 20, var2 = [find](""cans of food"") # 12, var3 = [find_gcd](var1, var2) # GCD(20,12) = 4, [return](var3) # 4"
"Marian also baked oatmeal cookies for her classmates. If she can place 12 cookies on a tray at a time, how many trays will she need to prepare 276 oatmeal cookies at a time?","var1 = [find](oatmeal cookies) # 276, var2 = [find](cookies per tray) # 12, var1 = [divide](var1, var2), [CALL] # 276 / 12 = 23, [return](var1) # 23"
"Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday.How many more kids did she play with on monday than on tuesday?","var1 = [find](kids played with on Monday) # 9, var2 = [find](kids played with on Tuesday) # 7, var3 = [subtract](var1, var2), [CALL] # 9 - 7 = 2, [return](var3) # 2"
"If one pack costs 11 dollars, how many packs of DVD's can you buy with 110 dollars?","var1 = [find](cost of one pack) # 11, var2 = [find](amount of money) # 110, var1 = [divide](var2, var1), [CALL] # 110 / 11 = 10, [return](var1) # 10"
If each bag has 3 cookies and you had 21 cookies in totalHow many bags of cookies do you have?,"var1 = [find](Cookies) # 21, var2 = [find](Bag cookies) # 3, var3 = [div](var1, var2) # 21 / 3 = 7, [return](var3) # 7"
After Olivia visited a supermarket there were 29 dollars left. If there were 54 dollars in her wallet initiallyHow much did she spend?,"var1 = [find](initial wallet) # 54, var2 = [find](wallet after visit) # 29, var3 = [subtract](var1, var2), [CALL] # 54 - 29 = 25, [return](var3) # 25"
"For Halloween Isabel received sixteen pieces of candy from neighbors and five pieces from her older sister. If she only ate three pieces a day, how long would the candy last her?","var1 = [find](candy from neighbors) # 16, var2 = [find](candy from sister) # 5, var1 = [add](var1, var2), [CALL] # 16 + 5 = 21, var2 = [find](candy per day) # 3, var3 = [divide](var1, var2), [CALL] # 21 / 3 = 7, [return](var3) # 7"
James had 39 stickers. He got some more stickers for his birthday. Then he had 61 stickers. How many stickers did James get for his birthday?,"var1 = [find](James' stickers at the start) # 39, var2 = [find](stickers after b-day) # 61, var1 = [subtract](var2, var1), [CALL] # 61 - 39 = 22, [return](var1) # 22"
"With the win streak that they have, Chuck's team was able to get into the playoffs. They reached the semi-finals where they played against the Black Team. If they finished the game with 83 points and won it by 18 points, what is the Black Team's final score?","var1 = [find](points scored by Blue Team) # 83, var2 = [find](difference in points) # 18, var1 = [subtract](var1, var2), [CALL] # 83 - 18 = 65, [return](var1) # 65"
Emily is making bead necklaces for her 44 friends. She made 26 necklaces and each necklace takes 2 beads.How many beads did Emily have?,"var1 = [find](necklaces made) # 26, var2 = [find](beads per necklace) # 2, var3 = [multiply](var1, var2), [CALL] # 26 * 2 = 52, [return](var3) # 52"
Tom already had 2 pieces of candy. His friend gave him 7 more and then Tom bought another 10. How many pieces does Tom have now? ,"var1 = [find](starting candy) # 2, var2 = [find](friend candy) # 7, var1 = [add](var1, var2), [CALL] # 2 + 7 = 9, var2 = [find](bought candy) # 10, var1 = [add](var1, var2), [CALL] # 9 + 10 = 19, [return](var1) # 19"
The company has large and small ink cartridges in stock. How many ink cartridges can you buy with 182 dollars if one cartridge costs 14 dollars ?,"var1 = [find](cost of one cartridge) # 14, var2 = [find](amount of money) # 182, var1 = [divide](var2, var1), [CALL] # 182 / 14 = 13, [return](var1) # 13"
"Zoe bought an app that cost $5 dollars. Then each month you have to pay $8 to play online. If she played the game online for 2 months, how much money would she have spent total for the app and the online access?","var1 = [find](app cost) # 5, var2 = [find](monthly fee) # 8, var3 = [find](months played) # 2, var2 = var2 * var3, [CALL] # 8 * 2 = 16, var1 = [add](var1, var2), [CALL] # 5 + 16 = 21, [return](var1) # 21"
He then went to see the oranges being harvested. He found out that they harvest 25 sacks of unripe oranges and 5 sacks of ripe oranges per day.How many sacks of ripe oranges will they have after 73 days of harvest?,"var1 = [find](ripe oranges per day) # 5, var2 = [find](days of harvest) # 73, var3 = [multiply](var1, var2), [CALL] # 5 * 73 = 365, [return](var3) # 365"
"She also decided to contribute to the collection of the Museum of Natural History. After donating some of her bug collection, she was left with 39 bug species. If she originally has 98 bug species, how many did she donate?","var1 = [find](total number of bug species originally in collection) # 98, var2 = [find](bug species left after donation) # 39, var1 = [subtract](var1, var2), [CALL] # 98 - 39 = 59, [return](var1) # 59"
Frankie and Max went trick-or-treating. Frankie got 74 pieces of candy. Max got 92 pieces of candy. How many more pieces of candy did Max get?,"var1 = [find](candy Max got) # 92, var2 = [find](candy Frankie got) # 74, var3 = [subtract](var1, var2), [CALL] # 92 - 74 = 18, [return](var3) # 18"
"Billy was making ice using ice trays. Each tray held nine ice cubes. If he had eight trays, how many cubes could he make?","var1 = [find](cubes per tray) # 9, var2 = [find](total trays) # 8, var3 = [multiply](var1, var2), [CALL] # 9 * 8 = 72, [return](var3) # 72"
"A pet store had eighty-five gerbils. If they sold sixty-nine of them, how many would they have left?","var1 = [find](total gerbils) # 85, var2 = [find](sold gerbils) # 69, var3 = [subtract](var1, var2), [CALL] # 85 - 69 = 16, [return](var3) # 16"
2 birds and 6 storks were sitting on the fence. 3 more birds came to join them.How many more storks than birds are sitting on the fence?,"var1 = [find](birds) #2, var2 = [find](storks) #6, var3 = [add](var1, 3), [CALL] # 2 + 3 = 5, var4 = [subtract](var2, var3), [CALL] # 6 - 5 = 1, [return](var4) # 1"
"Amanda and her friends decided to go to an amusement park for the weekend. The nearest amusement park from their city is Super Fun-tastic Land. If they cover a distance of 27 miles for every hour of travel and they travelled for 3 hours, how far is SFL from the city?","var1 = [find](distance per hour) # 27, var2 = [find](hours of travel) # 3, var1 = [multiply](var1, var2), [CALL] # 27 * 3 = 81, [return](var1) # 81"
Gwen prepared ninety-eight books to sell in the flea market. After the activity ended she had ninety-six books left. How many did she sell?,"var1 = [find](total books) # 98, var2 = [find](left books) # 96, var3 = [subtract](var1, var2), [CALL] # 98 - 96 = 2, [return](var3) # 2"
"The school's baseball team had two new players and twenty-two returning players. If the coach put them into groups with three players in each group, how many groups would there be?","var1 = [find](new players) # 2, var2 = [find](returning players) # 22, var1 = [add](var1, var2), [CALL] # 2 + 22 = 24, var2 = [find](players per group) # 3, var3 = [divide](var1, var2), [CALL] # 24 / 3 = 8, [return](var3) # 8"
"He also has a section filled with short story booklets. If each booklet has 9 pages and there are 49 booklets in the short story section, how many pages will Jack need to go through if he plans to read them all?","var1 = [find](pages per booklet) # 9, var2 = [find](number of booklets) # 49, var1 = [multiply](var1, var2), [CALL] # 9 * 49 = 441, [return](var1) # 441"
There were 100 dollars in Olivia's wallet. She collected 148 more dollars from an atm. After she visited a supermarket there were 159 dollars left.How much did she spend?,"var1 = [find](total dollars) # 100 + 148 = 248, var2 = [find](dollars left) # 159, var3 = [subtract](var1, var2), [CALL] # 248 - 159 = 89, [return](var3) # 89"
At the fair Amy started with thirty-three tickets and then bought twenty-one more. How many tickets did Amy have total?,"var1 = [find](starting tickets) # 33, var2 = [find](new tickets) # 21, var1 = [add](var1, var2), [CALL] # 33 + 21 = 54, [return](var1) # 54"
Julia played tag with 14 kids on tuesday. If she played tag with 8 more kids on monday than on tuesdayHow many kids did she play with on monday?,"var1 = [find](kids played with on tuesday) # 14, var2 = [find](more kids played with on monday) # 8, var3 = [add](var1, var2), [CALL] # 14 + 8 = 22, [return](var3) # 22"
A quarter equals $0.25. How many quarters equal $2.25?,"var1 = [find](amount of money) # 2.25, var2 = [divide](var1, 0.25), [CALL] # 2.25 / 0.25 = 9, [return](var2) # 9"
"There are 2 green books, 1 blue book, and 4 orange books in a bookshelf. If 3 of them are taken out to be read, how many books are left on the bookshelf?","var1 = [find](green books) # 2, var2 = [find](blue book) # 1, var3 = [add](var1, var2), [CALL] # 2 + 1 = 3, var4 = [find](orange books) # 4, var5 = [add](var3, var4), [CALL] # 3 + 4 = 7, var6 = [find](books taken) # 3, var7 = [subtract](var5, var6), [CALL] # 7 - 3 = 4, [return](var7) # 4"
Paul had some books. After selling 137 in a garage sale he had 105 left.How many books did he have at the start?,"var1 = [find](books Paul had left) # 105, var2 = [find](books sold in garage sale) # 137, var3 = [add](var1, var2), [CALL] # 105 + 137 = 242, [return](var3) # 242"
"There are ninety-eight cats in the little town. If ninety-two of them are a asleep,  how many cats are still awake?","var1 = [find](total cats) # 98, var2 = [find](asleep cats) # 92, var3 = [subtract](var1, var2), [CALL] # 98 - 92 = 6, [return](var3) # 6"
Shirley sold 10 boxes of trefoils.How many boxes are in each case if she needs to deliver 5 cases of boxes?,"var1 = [find](total boxes) # 10, var2 = [find](total cases) # 5, var3 = [divide](var1, var2), [CALL] # 10 / 5 = 2, [return](var3) # 2"
Adam was painting a picture frame. The frame was 6 inches wide and 9 inches tall. What is the perimeter of the picture frame?,"var1 = [find](width) # 6, var2 = [find](height) # 9, var3 = [add](var1, var2), var4 = [add](var3, var3), [CALL] # (6 + 9) * 2 = 30, [return](var4) # 30"
Susan started her homework at 1:59 p.m. and finished her homework 96 minutes later. Susan had volleyball practice at 4:00 p.m. How much time did Susan have between finishing her homework and the beginning of volleyball practice?,"var1 = [find](time Susan finished homework) # 215, var2 = [find](volleyball practice time) # 240, var1 = [subtract](var2, var1), [return](var1) # 25"
"During a sale, a shoe store sold 2 pairs of sneakers, 4 pairs of sandals and 11 pairs of boots. How many pairs of shoes did the store sell? ","var1 = [find](sneakers pairs) # 2, var2 = [find](sandals pairs) # 4, var3 = [find](boots pairs) # 11, var4 = [add](var1, var2), [CALL] # 2 + 4 = 6, var5 = [add](var4, var3), [CALL] # 6 + 11 = 17, [return](var5) # 17"
For Gwen's birthday she received 8 dollars from her mom. Her dad gave her 5 more dollars. If she spent 4 dollars.How much more money did she receive from her mom than she did from her dad?,"var1 = [find](money received from mom) # 8, var2 = [find](money received from dad) # 5, var3 = [add](var1, var2), var4 = [subtract](var3, 4), var5 = [subtract](var1, 5), [CALL] # 8 + 5 = 13, 13 - 4 = 9, 8 - 5 = 3, [return](var5) # 3"
"The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have?","var1 = [find](cafeteria apples) # 17, var2 = [find](used apples) # 2, var1 = [subtract](var1, var2), [CALL] # 17 - 2 = 15, var2 = [find](newly bought apples) # 23, var1 = [add](var1, var2), [CALL] # 15 + 23 = 38, [return](var1) # 38"
Emily is making bead necklaces for her friends. She made 11 necklaces and each necklace takes 28 beads.How many beads did Emily have?,"var1 = [find](beads per necklace) #28, var2 = [multiply](var1, 11), [CALL] # 28 * 11 = 308, [return](var2) # 308"
You have 7 cookies and you ate 2 of them. How many cookies do you have left?,"var1 = [find](cookies) # 7, var2 = [find](cookies eaten) # 2, var1 = [subtract](var1, var2), [CALL] # 7 - 2 = 5, [return](var1) # 5"
A mailman has to give 4 pieces of junk mail to each house in each of the 16 blocks. If there are 17 houses in each blockHow many pieces of junk mail should he give in total?,"var1 = [find](Junk mail to each house) # 4, var2 = [find](Houses per block) # 17, var3 = [mul](var1, var2), [CALL] # 4 * 17 = 68, var4 = [find](Total blocks) # 16, var5 = [mul](var3, var4), [CALL] # 68 * 16 = 1088, [return](var5) # 1088"
Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks leftHow many blocks did he use to build the tower?,"var1 = [find](total blocks) # 97, var2 = [find](remaining blocks) # 72, var3 = [subtract](var1, var2), [CALL] # 97 - 72 = 25, [return](var3) # 25"
Isabel had sixteen bottles of water. After a week she had seven left. How many did she drink? ,"var1 = [find](total bottles) # 16, var2 = [find](left bottles) # 7, var3 = [subtract](var1, var2), [CALL] # 16 - 7 = 9, [return](var3) # 9"
"A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell? ","var1 = [find](total chairs) # 15, var2 = [find](left chairs) # 3, var3 = [subtract](var1, var2), [CALL] # 15 - 3 = 12, [return](var3) # 12"
"Because of the decision, Sofia asked the students to suggest specific types of food. If 279 students suggested adding mashed potatoes while 234 suggested adding bacon to the menu, how many students participated in the suggestion of new food items?","var1 = [find](mashed potato suggestions) # 279, var2 = [find](bacon suggestions) # 234, var1 = [add](var1, var2), [CALL] # 279 + 234 = 513, [return](var1) # 513"
Rachel had to complete 10 pages of math homework. If she had to complete 3 more pages of reading homework than math homeworkHow many pages did she have to complete in all?,"var1 = [find](math homework) #10, var2 = [add](var1, 3), [CALL] # 10 + 3 = 13, var3 = [add](var1, var2), [CALL] # 10 + 13 = 23, [return](var3) #23"
"Kaleb has to sell 710 chocolate bars to get a prize. If each box contains 5 chocolate bars, how many boxes does he need to sell?","var1 = [find](chocolate bars) # 710, var2 = [find](chocolate bars per box) # 5, var1 = [divide](var1, var2), [CALL] # 710 / 5 = 142, [return](var1) # 142"
"Kaleb bought 14 boxes of chocolate candy and gave 5 to his little brother. If each box has 6 pieces inside it, how many pieces did Kaleb still have?","var1 = [find](boxes) # 14, var2 = [find](boxes given) # 5, var1 = [subtract](var1, var2), [CALL] # 14 - 5 = 9, var2 = [find](pieces per box) # 6, var3 = [multiply](var1, var2), [CALL] # 9 * 6 = 54, [return](var3) # 54"
Mrs. Hilt read 2 books per day. How many books did she read in one week?,"var1 = [find](books read per day) # 2, var2 = [multiply](var1, 7), [CALL] # 2 * 7 = 14, [return](var2) # 14"
There are thirty-three rose bushes and thirty-seven oak trees currently in the park. Park workers will plant more rose bushes today. When the workers are finished there will be ninety-eight rose bushes in the park. How many rose bushes did the workers plant today ?,"var1 = [find](original rose bushes) # 33, var2 = [find](final rose bushes) # 98, var1 = [subtract](var2, var1), [CALL] # 98 - 33 = 65, [return](var1) # 65"
The Razorback shop makes $ 86 dollars off each t-shirt and $ 232 off each jersey. During the Arkansas and Texas tech game they sold 254 t-shirts and 43 jerseys.How much more does a jersey cost than a t-shirt?,"var1 = [find](cost per shirt) # 86, var2 = [find](cost per jersey) # 232, var3 = [subtract](var2, var1), [CALL] # 232 - 86 = 146, [return](var3) # 146"
"James has 14,500 g of sand in his sandbox. He brings home another 7,400 g of sand from the beach to add to his sandbox. How many kilograms of sand does James have in his sandbox now?","var1 = [find](sand in sandbox) # 14500, var2 = [find](sand from beach) # 7400, var1 = [add](var1, var2), var1 = [divide](var1, 1000), [return](var1) # 21.9"
At the fair Dave rode 4 rides the first day he went and 3 rides the second day. How many times did he ride total?,"var1 = [find](rides first day) # 4, var2 = [find](rides second day) # 3, var3 = [add](var1, var2), [CALL] # 4 + 3 = 7, [return](var3) # 7"
Olivia gave her cat two cheese cubes. Now Olivia has ninety-eight cheese cubes left. How many cheese cubes did Olivia have originally?,"var1 = [find](left cheese cubes) # 98, var2 = [find](given cheese cubes) # 2, var3 = [add](var1, var2), [CALL] # 98 + 2 = 100, [return](var3) # 100"
Corey earns extra money finding lost golf balls. His goal is to find 48 golfballs every weekend. He found 16 golf balls on Saturday. He found 18 more golf balls on Sunday. How many more golf balls does Corey need to find to reach his goal?,"var1 = [find](goal golf balls) # 48, var2 = [add](16, 18), [CALL] # 16 + 18 = 34, var3 = [subtract](var1, var2), [CALL] # 48 - 34 = 14, [return](var3) # 14"
White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts.How many packages will she have?,"var1 = [find](t-shirts) #66, var2 = [divide](var1, 3), [CALL] # 66 / 3 = 22, [return](var2) #22"
There are 38 books on the shelf. Marta put 10 more books on the shelf. How many books are on the shelf now?,"var1 = [find](books on shelf) # 38, var2 = [find](books added) # 10, var3 = [add](var1, var2), [CALL] # 38 + 10 = 48, [return](var3) # 48"
Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?,"var1 = [find](Gino's sticks) # 63, var2 = [find](your sticks) # 50, var3 = [add](var1, var2), [CALL] # 63 + 50 = 113, [return](var3) # 113"
"At the edge of the forest, an anthill is blocking the way out. In order to pass through, he needs to help the ants gather food. If the ants need 911 grains of food and they already have 762, how many more grains are needed to be gathered?","var1 = [find](total food needed) # 911 gr., var2 = [find](current food gathered by ants) # 762 gr., var1 = [subtract](var1, var2), [CALL] # 911 - 762 = 149 gr., [return](var1) # 149 gr."
Mr. Lee gave out first place ribbons after each event. He had 38 ribbons at the start. He gave away 14 ribbons in the morning. He gave out 16 ribbons in the afternoon. How many ribbons did Mr. Lee have left?,"var1 = [find](total ribbons) # 38, var2 = [add](14, 16), [CALL] # 14 + 16 = 30, var3 = [subtract](var1, var2), [CALL] # 38 - 30 = 8, [return](var3) # 8"
"If the cave is 974 feet deep and they are already at 588 feet, how much farther until they reach the end of the cave?","var1 = [find](total depth of the cave) # 974 ft, var2 = [find](current depth in the cave) # 588 ft, var1 = [subtract](var1, var2), [CALL] # 974 - 588 = 386 ft, [return](var1) # 386 ft"
Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,"var1 = [find](cans Monday) #7, var2 = [find](cans found) #12, var3 = [subtract](var2, var1), [CALL] # 12 - 7 = 5, [return](var3) # 5"
The Razorback t-shirt shop makes $ 78 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 186 t-shirts. If they sold 172 t-shirts during the Arkansas gameHow much money did they make from selling the t-shirts during the Texas tech game?,"var1 = [find](t-shirt sold) #78, var2 = [multiply](var1, 186), [CALL] # 78 * 186 = 14148, var3 = [find](Arkansas game t-shirt sold) #172, var4 = [subtract](186, var3), [CALL] # 186 - 172 = 14, var5 = [multiply](var4, 78), [CALL] # 14 * 78 = 1092, [return](var5) #1092"
Paul had 7 baseball cards he's putting into a binder with 3 on each page. How many cards will he have on the page that isn't full?,"var1 = [find](""baseball cards"") # 7, var2 = [find](""cards per page"") # 3, var3 = [mod](var1, var2) # 7 % 3 = 1, [return](var3) # 1"
"There 95 colored lights on a Christmas tree. 26 of them are red, 37 of them are yellow and the rest are blue. How many blue lights are there on the Christmas tree?","var1 = [find](red lights) # 26, var2 = [find](yellow lights) # 37, var3 = [add](var1, var2), [CALL] # 26 + 37 = 63, var4 = [find](total lights) # 95, var5 = [subtract](var4, var3), [CALL] # 95 - 63 = 32, [return](var5) # 32"
Josh had 16 marbles in his collection. He lost 7 marbles. How many marbles does he have now?,"var1 = [find](Josh's marbles) # 16, var2 = [find](marbles lost) # 7, var3 = [subtract](var1, var2), [CALL] # 16 - 7 = 9, [return](var3) # 9"
I see 105 puppies. How many ears do they have?,"var1 = [find](puppies) # 105, var2 = [multiply](var1, 2), [CALL] # 105 * 2 = 210, [return](var2) # 210"
"Penny's class is going to Animaland, the largest zoo on earth, for their science field trip. The zoo has a variety of wild animals in captivity. Their first destination was the aviary. The aviary has 3 species of eagles on show that day. They have 20 Bald Eagles, 15 Harpy Eagles, and 30 Crowned Eagles. How many eagles are on display that day?","var1 = [find](Bald Eagles) # 20, var2 = [find](Harpy Eagles) # 15, var1 = [add](var1, var2), [CALL] # 20 + 15 = 35, var2 = [find](Crowned Eagles) # 30, var1 = [add](var1, var2), [CALL] # 35 + 30 = 65, [return](var1) # 65"
