Unnamed: 0,prompt,summary,fr_prompt,fr_summary
1052,Victor had nineteen apps on his phone. He deleted eight of them. How many apps does Victor have left? ,"var1 = find(total apps), var2 = find(deleted apps), var3 = subtract(var1, var2), CALL, return(var3)",Victor avait dix-neuf applications sur son téléphone. Il en a supprimé huit. Combien d'applications reste-t-il à Victor ?,"var1 = trouver (applications totales), var2 = trouver (applications supprimées), var3 = soustraire (var1, var2), APPEL, retour (var3)"
295,An industrial machine can make 3 shirts a minute. It made 4 shirts yesterday and 8 shirts today.How many minutes did the machine work in all?,"var1 = find(shirts made yesterday), var2 = find(shirts made today), var3 = add(var1, var2), var4 = divide(var3, 3), CALL, return(var4)",Une machine industrielle peut fabriquer 3 chemises par minute. Elle a fabriqué 4 chemises hier et 8 chemises aujourd'hui. Combien de minutes la machine a-t-elle fonctionné en tout ?,"var1 = trouver(chemises faites hier), var2 = trouver(chemises faites aujourd'hui), var3 = ajouter(var1, var2), var4 = diviser(var3, 3), CALL, return(var4)"
453,Paul got a box of 440 crayons for his birthday. During the school year he gave 111 crayons to his friends while he lost 106 crayons.How many crayons did he have left?,"var1 = find(no. of crayons Paul got), var2 = find(crayons given to friends), var3 = find(crayons lost), var4 = subtract(var1,var2), CALL, var5 = subtract(var4,var3), CALL, return(var5)","Paul a reçu une boîte de 440 crayons pour son anniversaire. Pendant l'année scolaire, il a donné 111 crayons à ses amis alors qu'il en a perdu 106. Combien de crayons lui restait-il ?","var1 = trouver(nombre de crayons que Paul a eu), var2 = trouver(crayons donnés à des amis), var3 = trouver(crayons perdus), var4 = soustraire(var1,var2), APPEL, var5 = soustraire(var4,var3), APPEL, retour(var5)"
1987,Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are in each package?,"var1 = find(markers), var2 = find(packages), var3 = divide(var1, var2), CALL, return(var3)",Mme Hilt a 40 marqueurs. Ils sont répartis à parts égales en 7 forfaits. Mme Hilt veut savoir combien de marqueurs il y a dans chaque paquet ?,"var1 = trouver(marqueurs), var2 = trouver(paquets), var3 = diviser(var1, var2), CALL, return(var3)"
633,Jesse's room is 7 feet long. If she needs a carpet of size 14 square feetWhat is the width of her room?,"var1 = find(size of carpet in square feet), var2 = find(length of room), var3 = divide(var1, var2), CALL, return(var3)","La chambre de Jesse mesure 7 pieds de long. Si elle a besoin d'un tapis de 14 pieds carrés, quelle est la largeur de sa chambre ?","var1 = trouver(taille du tapis en pieds carrés), var2 = trouver(longueur de la pièce), var3 = diviser(var1, var2), CALL, return(var3)"
945,Dave was making ice using ice trays. He originally had two ice cubes. But made seven more cubes. How many ice cubes did he have totaled?,"var1 = find(original ice cubes), var2 = find(ice cubes made), var3 = add(var1, var2), CALL, return(var3)",Dave faisait de la glace avec des bacs à glaçons. Il avait à l'origine deux glaçons. Mais fait sept autres cubes. Combien de glaçons a-t-il accumulés ?,"var1 = find(glaçons d'origine), var2 = find(glaçons fabriqués), var3 = add(var1, var2), CALL, return(var3)"
918,"At the fair there were 10 people in line for the bumper cars. If 2 of them got tired of waiting and left and 2 more got in line, how many people would be in line?","var1 = find(people in line), var2 = find(people who left), var1 = subtract(var1, var2), CALL, var2 = find(new people in line), var1 = add(var1, var2), CALL, return(var1)","À la foire, il y avait 10 personnes en ligne pour les autos tamponneuses. Si 2 d'entre eux étaient fatigués d'attendre et partaient et que 2 autres faisaient la queue, combien de personnes feraient la queue ?","var1 = trouver(personnes en ligne), var2 = trouver(personnes qui sont parties), var1 = soustraire(var1, var2), APPEL, var2 = trouver(nouvelles personnes en ligne), var1 = ajouter(var1, var2), APPEL, retour(var1)"
1754,Mikey had 356 leaves. Some of her leaves blew away. Now she has 112 leaves left. How many of her leaves blew away?,"var1 = find(Mikey had leaves), var2 = find(leaves left), var3 = subtract(var1, var2), CALL, return(var3)","Mikey avait 356 feuilles. Certaines de ses feuilles se sont envolées. Maintenant, il lui reste 112 feuilles. Combien de ses feuilles se sont envolées ?","var1 = trouver (Mikey avait des feuilles), var2 = trouver (feuilles à gauche), var3 = soustraire (var1, var2), APPEL, retour (var3)"
2224,Megan has 19 seashells. How many more seashells does she need to find to have 25 seashells in her collection?,"var1 = find(Megan's seashells), var2 = find(seashells needed), var3 = subtract(25, var1), CALL, return(var3)",Megan a 19 coquillages. Combien de coquillages doit-elle encore trouver pour avoir 25 coquillages dans sa collection ?,"var1 = trouver (coquillages de Megan), var2 = trouver (coquillages nécessaires), var3 = soustraire (25, var1), APPEL, retour (var3)"
573,Jack received 10 emails and 12 letters in the morning. He then received 3 emails and 44 letters in the afternoon.How many more emails did Jack receive in the morning than in the afternoon?,"var1 = find(emails in morning), var2 = find(emails in afternoon), var3 = subtract(var1, var2), CALL, return(var3)",Jack a reçu 10 e-mails et 12 lettres dans la matinée. Il a ensuite reçu 3 e-mails et 44 lettres dans l'après-midi. Combien d'e-mails de plus Jack a-t-il reçu le matin que l'après-midi ?,"var1 = trouver(emails du matin), var2 = trouver(emails de l'après-midi), var3 = soustraire(var1, var2), CALL, return(var3)"
105,"7 red peaches, 15 yellow peaches and 8 green peaches are in the basket.How many peaches are in the basket?","var1 = find(red peaches), var2 = find(yellow peaches), var3 = add(var1, var2), CALL, var4 = find(green peaches), var5 = add(var3, var4), CALL, return(var5)","7 pêches rouges, 15 pêches jaunes et 8 pêches vertes sont dans le panier. Combien y a-t-il de pêches dans le panier ?","var1 = trouver(pêches rouges), var2 = trouver(pêches jaunes), var3 = ajouter(var1, var2), APPEL, var4 = trouver(pêches vertes), var5 = ajouter(var3, var4), APPEL, retour(var5)"
1289,Adam was painting a wall in his room. The wall was 4 feet wide and 4 feet tall. What is the area of the wall he has to paint?,"var1 = find(width), var2 = find(height), var3 = multiply(var1, var2), CALL, return(var3)",Adam peignait un mur dans sa chambre. Le mur mesurait 4 pieds de large et 4 pieds de haut. Quelle est la surface du mur qu'il doit peindre ?,"var1 = trouver(largeur), var2 = trouver(hauteur), var3 = multiplier(var1, var2), CALL, return(var3)"
2062,Danny collects bottle caps. He found 18 bottle caps at the park. Now he has 55 bottle caps in his collection. How many bottle caps did Danny have at first?,"var1 = find(final caps), var2 = find(park caps), var3 = subtract(var1, var2), return(var3)",Danny collectionne les capsules de bouteilles. Il a trouvé 18 capsules de bouteilles au parc. Il a maintenant 55 capsules de bouteilles dans sa collection. Combien de capsules de bouteilles Danny avait-il au début ?,"var1 = trouver (caps finales), var2 = trouver (caps de parc), var3 = soustraire (var1, var2), retour (var3)"
2383,John's birthday is January 20th. His sister's birthday comes 14 days later. When is his sister's birthday?,John's sister's birthday is February 3rd.,L'anniversaire de John est le 20 janvier. L'anniversaire de sa sœur arrive 14 jours plus tard. C'est quand l'anniversaire de sa sœur ?,L'anniversaire de la sœur de John est le 3 février.
1881,"Stanley, a car enthusiast, loves to drive across different places as a hobby. So for his vacation, he decided to go around his favorite places. His first destination is the famous Sky Falls, one of the tallest waterfalls in his country. It is said to be 20 times as tall as the tallest building in their city. If the building is 9 feet tall, how tall is Sky Falls?","var1 = find(height of the building), var2 = find(factor to measure the height of Sky Falls), var1 = multiply(var1, var2), CALL, return(var1)","Stanley, un passionné de voitures, aime conduire à travers différents endroits comme passe-temps. Alors pour ses vacances, il a décidé de faire le tour de ses endroits préférés. Sa première destination est les célèbres Sky Falls, l'une des plus hautes chutes d'eau de son pays. On dit qu'il est 20 fois plus haut que le plus haut bâtiment de leur ville. Si le bâtiment mesure 9 pieds de haut, quelle est la hauteur de Sky Falls ?","var1 = trouver(hauteur du bâtiment), var2 = trouver(facteur pour mesurer la hauteur de Sky Falls), var1 = multiplier(var1, var2), CALL, return(var1)"
1642,"A washing machine can wash 28 pounds of clothes per day. If there are 200 pounds of clothes to be washed per day, how many washing machines are needed?","var1 = find(clothes to be washed), var2 = find(capacity of washing machine), var3 = divide(var1, var2), CALL, var3 = round_up(var3), CALL, return(var3)","Une machine à laver peut laver 28 livres de vêtements par jour. S'il y a 200 livres de vêtements à laver par jour, combien de machines à laver faut-il ?","var1 = trouver(vêtements à laver), var2 = trouver(capacité de la machine à laver), var3 = diviser(var1, var2), CALL, var3 = round_up(var3), CALL, return(var3)"
153,Mom buys 51 white t - shirts. If white t - shirts can be purchased in packages of 3How many packages will she have?,"var1 = find(t-shirts), var2 = divide(var1, 3), CALL, return(var2)","Maman achète 51 t-shirts blancs. Si les t-shirts blancs peuvent être achetés en paquets de 3, combien de paquets aura-t-elle ?","var1 = trouver(t-shirts), var2 = diviser(var1, 3), CALL, return(var2)"
1489,"For a party Janet bought some cupcakes. She bought 2 chocolate, 13 vanilla and 2 strawberry. How many cupcakes did she buy? ","var1 = find(chocolate cupcakes), var2 = find(vanilla cupcakes), var3 = find(strawberry cupcakes), var4 = add(var1, var2), CALL, var5 = add(var4, var3), CALL, return(var5)","Pour une fête, Janet a acheté des cupcakes. Elle a acheté 2 chocolats, 13 vanilles et 2 fraises. Combien de cupcakes a-t-elle acheté ?","var1 = trouver(cupcakes au chocolat), var2 = trouver(cupcakes à la vanille), var3 = trouver(cupcakes aux fraises), var4 = ajouter(var1, var2), APPEL, var5 = ajouter(var4, var3), APPEL, retour(var5)"
1107,Candies come in packages of 4. Shirley ate 10 candies. How many candies does she have left?,"var1 = find(""candies""), var2 = find(""package size""), var3 = mod(var1, var2), return(var3)",Les bonbons viennent en paquets de 4. Shirley a mangé 10 bonbons. Combien lui reste-t-il de bonbons ?,"var1 = find(""bonbons""), var2 = find(""taille du paquet""), var3 = mod(var1, var2), return(var3)"
1815,"When they arrived at the island's starting point, they looked at the clues and found out that the number of steps they need to take to get to the next clue is the difference between 537 and 369. How many steps do they have to take to get to the next clue?","var1 = find(the larger number), var2 = find(the smaller number), var1 = subtract(var1, var2), CALL, return(var1)","Lorsqu'ils sont arrivés au point de départ de l'île, ils ont regardé les indices et ont découvert que le nombre de pas qu'ils doivent faire pour arriver au prochain indice est la différence entre 537 et 369. Combien de pas doivent-ils faire pour obtenir au prochain indice ?","var1 = trouver(le plus grand nombre), var2 = trouver(le plus petit nombre), var1 = soustraire(var1, var2), CALL, return(var1)"
377,Faye was placing her pencils into rows with 16 pencils in each row. She had 28 packs of pencils each one having 24 pencils.How many rows could she make?,"var1 = find(total pencils), var2 = find(pencils per row), var3 = divide(var1, var2), CALL, return(var3)",Faye plaçait ses crayons en rangées avec 16 crayons dans chaque rangée. Elle avait 28 paquets de crayons contenant chacun 24 crayons. Combien de rangées pouvait-elle faire ?,"var1 = find(total crayons), var2 = find(crayons par ligne), var3 = diviser(var1, var2), CALL, return(var3)"
534,Jessie weighed 71 kilograms. After she started to go jogging everyday she lost 20 kilograms.How much does she weigh now?,"var1 = find(initial weight), var2 = find(weight lost), var3 = subtract(var1,var2), CALL, return(var3)","Jessie pesait 71 kilogrammes. Après avoir commencé à faire du jogging tous les jours, elle a perdu 20 kilos. Combien pèse-t-elle maintenant ?","var1 = trouver(poids initial), var2 = trouver(poids perdu), var3 = soustraire(var1,var2), CALL, return(var3)"
1438,"Will had twenty-eight bottles of water. If he drank seven each day, how many days would they last him?","var1 = find(total bottles), var2 = find(bottles per day), var3 = divide(var1, var2), CALL, return(var3)","Will avait vingt-huit bouteilles d'eau. S'il en buvait sept par jour, combien de jours lui dureraient-ils ?","var1 = trouver(nombre total de bouteilles), var2 = trouver(bouteilles par jour), var3 = diviser(var1, var2), CALL, return(var3)"
1137,In the first half of a trivia game Kaleb scored forty-three points. In the second half he scored twenty-three points. How many points did he score total?,"var1 = find(first half points), var2 = find(second half points), var1 = add(var1, var2), CALL, return(var1)","Dans la première moitié d'un jeu-questionnaire, Kaleb a marqué quarante-trois points. En seconde période, il marque vingt-trois points. Combien de points a-t-il marqué au total ?","var1 = trouver(première demi-points), var2 = trouver(deuxième demi-points), var1 = ajouter(var1, var2), CALL, return(var1)"
1084,"On Friday a pizza store sold 2 pepperoni, 6 bacon and 6 cheese pizzas. How many pizzas did they sell total? ","var1 = find(pepperoni pizzas), var2 = find(bacon pizzas), var3 = find(cheese pizzas), var4 = add(var1, var2), CALL, var5 = add(var4, var3), CALL, return(var5)","Vendredi, une pizzeria a vendu 2 pizzas au pepperoni, 6 au bacon et 6 au fromage. Combien de pizzas ont-ils vendues au total ?","var1 = trouver(pizzas au pepperoni), var2 = trouver(pizzas au bacon), var3 = trouver(pizzas au fromage), var4 = ajouter(var1, var2), CALL, var5 = add(var4, var3), CALL, return(var5)"
2188,Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?,"var1 = find(Gino's sticks), var2 = find(your sticks), var3 = add(var1, var2), CALL, return(var3)",Gino a 63 bâtons de popsicle. J'ai 50 bâtons de popsicle. Quelle est la somme de nos bâtons de popsicle ?,"var1 = trouver(les bâtons de Gino), var2 = trouver(vos bâtons), var3 = ajouter(var1, var2), CALL, return(var3)"
676,44 campers went rowing in the morning 39 campers went rowing in the afternoon and 31 campers went rowing in the evening.How many more campers went rowing in the morning than in the afternoon?,"var1 = find(Morning campers), var2 = find(Afternoon campers), var1 = sub(var1, var2), CALL, return(var1)",44 campeurs ont ramé le matin 39 campeurs ont ramé l'après-midi et 31 campeurs ont ramé le soir. Combien de campeurs de plus ont ramé le matin que l'après-midi ?,"var1 = find(Campeurs du matin), var2 = find(Campeurs de l'après-midi), var1 = sub(var1, var2), CALL, return(var1)"
1972,Third-grade students went to a concert in 8 buses. Each bus took 45 students. How many students went to the concert?,"var1 = find(students per bus), var2 = find(number of buses), var3 = multiply(var1, var2), CALL, return(var3)",Les élèves de troisième année sont allés à un concert dans 8 bus. Chaque bus transportait 45 élèves. Combien d'élèves sont allés au concert ?,"var1 = trouver(élèves par bus), var2 = trouver(nombre de bus), var3 = multiplier(var1, var2), CALL, return(var3)"
2061,"After they vacation, they figured out that the farm was divided into 5 sections and each section has a land area of 60 acres. What is the total area of the farm?","var1 = find(number of sections), var2 = find(land area per section), var1 = multiply(var1, var2), CALL, return(var1)","Après leurs vacances, ils ont compris que la ferme était divisée en 5 sections et que chaque section avait une superficie de 60 acres. Quelle est la superficie totale de la ferme ?","var1 = trouver(nombre de sections), var2 = trouver(superficie par section), var1 = multiplier(var1, var2), CALL, return(var1)"
1454,Amy was buying different soups. She bought 6 cans of chicken soup and 3 cans of tomato soup. How many soups did she buy?,"var1 = find(chicken soup), var2 = find(tomato soup), var3 = add(var1, var2), CALL, return(var3)",Amy achetait différentes soupes. Elle a acheté 6 boîtes de soupe au poulet et 3 boîtes de soupe aux tomates. Combien de soupes a-t-elle achetées ?,"var1 = find(soupe au poulet), var2 = find(soupe aux tomates), var3 = add(var1, var2), CALL, return(var3)"
1069,While exercising Paul did fifty-nine push-ups in the morning and thirty-eight more in the afternoon. How many push-ups did Paul do total?,"var1 = find(morning push-ups), var2 = find(afternoon push-ups), var1 = add(var1, var2), CALL, return(var1)","Pendant l'exercice, Paul a fait cinquante-neuf pompes le matin et trente-huit autres l'après-midi. Combien de pompes Paul a-t-il fait au total ?","var1 = find(pompes du matin), var2 = find(pompes de l'après-midi), var1 = add(var1, var2), CALL, return(var1)"
557,Bryan took a look at his books as well. If he has a total of 42 books and each bookshelf contains 2 booksHow many bookshelves does he have?,"var1 = find(total books), var2 = find(books per bookshelf), var3 = divide(var1, var2), CALL, return(var3)","Bryan a également jeté un coup d'œil à ses livres. S'il a un total de 42 livres et que chaque étagère contient 2 livres, combien d'étagères a-t-il ?","var1 = trouver(nombre total de livres), var2 = trouver(livres par étagère), var3 = diviser(var1, var2), CALL, return(var3)"
2084,"A ballet class wants to divide its 90 members into some large groups at 7 members each and some small groups at 3 members each. In order to make the least number of groups, how many large groups should be made?","var1 = find(ballet class members), var2 = find(large group size), var3 = divide(var1, var2), CALL, var3 = round_down(var3), CALL, return(var3)","Une classe de ballet veut diviser ses 90 membres en grands groupes de 7 membres chacun et en petits groupes de 3 membres chacun. Afin de former le moins de groupes possible, combien de grands groupes faut-il former ?","var1 = trouver(membres de la classe de ballet), var2 = trouver(grand groupe), var3 = diviser(var1, var2), CALL, var3 = round_down(var3), CALL, return(var3)"
1370,Albert is inviting 34 friends to a party. He has 1802 cookies. How many cookies will each friend get?,"var1 = find(cookies), var2 = find(friends), var3 = divide(var1, var2), CALL, var4 = multiply(var3, var2), CALL, var5 = subtract(var1, var4), CALL, return(var3)",Albert invite 34 amis à une fête. Il a 1802 biscuits. Combien de cookies chaque ami recevra-t-il ?,"var1 = trouver(cookies), var2 = trouver(amis), var3 = diviser(var1, var2), APPEL, var4 = multiplier(var3, var2), APPEL, var5 = soustraire(var1, var4), APPEL, retour(var3 )"
1094,"Lana had eleven DS games. If she bought two more games, how many would she have total?","var1 = find(starting games), var2 = find(new games), var1 = add(var1, var2), CALL, return(var1)","Lana avait onze jeux DS. Si elle achetait deux autres jeux, combien en aurait-elle au total ?","var1 = find(démarrage des jeux), var2 = find(nouveaux jeux), var1 = add(var1, var2), CALL, return(var1)"
1132,"There are 407 bananas in Philip's banana collection. If the bananas are organized into 11 groups, how big is each group?","var1 = find(bananas), var2 = find(group size), var3 = divide(var1, var2), CALL, var4 = multiply(var3, var2), CALL, var5 = subtract(var1, var4), CALL, return(var3)","Il y a 407 bananes dans la collection de bananes de Philip. Si les bananes sont organisées en 11 groupes, quelle est la taille de chaque groupe ?","var1 = trouver(bananes), var2 = trouver(taille du groupe), var3 = diviser(var1, var2), APPEL, var4 = multiplier(var3, var2), APPEL, var5 = soustraire(var1, var4), APPEL, retour( var3)"
1258,"Tom bought sixty-three tickets at the state fair. He spent fourteen tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost seven tickets, how many rides could he go on?","var1 = find(tickets bought), var2 = find(tickets spent), var1 = subtract(var1, var2), CALL, var2 = find(tickets per ride), var3 = divide(var1, var2), CALL, return(var3)","Tom a acheté soixante-trois billets à la foire d'État. Il a dépensé quatorze billets au stand ""dunk a clown"" et a décidé d'utiliser le reste pour des manèges. Si chaque trajet coûte sept billets, combien de trajets pourrait-il faire ?","var1 = trouver(billets achetés), var2 = trouver(billets dépensés), var1 = soustraire(var1, var2), APPEL, var2 = trouver(billets par trajet), var3 = diviser(var1, var2), APPEL, retour(var3 )"
1335,Mary is baking a cake. The recipe calls for 9 cups of flour and 3 cups of sugar. She already put in 2 cups of flour. How many more cups of flour does she need to add ?,"var1 = find(required flour), var2 = find(flour used), var1 = subtract(var1, var2), CALL, return(var1)",Marie prépare un gâteau. La recette demande 9 tasses de farine et 3 tasses de sucre. Elle a déjà mis 2 tasses de farine. Combien de tasses de farine doit-elle encore ajouter ?,"var1 = trouver(farine requise), var2 = trouver(farine utilisée), var1 = soustraire(var1, var2), CALL, return(var1)"
1575,I see 105 puppies. How many ears do they have?,"var1 = find(puppies), var2 = multiply(var1, 2), CALL, return(var2)",Je vois 105 chiots. Combien d'oreilles ont-ils ?,"var1 = trouver(chiots), var2 = multiplier(var1, 2), CALL, return(var2)"
519,Paul had 50 books. After buying some in a garage sale he had 151 left.How many books did he buy?,"var1 = find(original books), var2 = find(books left), var3 = subtract(var2, var1), CALL, return(var3)","Paul avait 50 livres. Après en avoir acheté dans un vide-grenier, il en restait 151. Combien de livres a-t-il achetés ?","var1 = trouver(livres originaux), var2 = trouver(livres restants), var3 = soustraire(var2, var1), CALL, return(var3)"
2033,"At the back of the zoo is a mountain where the birds can roam free in a natural habitat. The children saw 6 types of eagles living on each section of the mountain. If the mountain has 3 sections, how many types of eagles did the children see in total?","var1 = find(number of eagles per section), var2 = find(number of sections), var1 = multiply(var1, var2), CALL, return(var1)","À l'arrière du zoo se trouve une montagne où les oiseaux peuvent se déplacer librement dans un habitat naturel. Les enfants ont vu 6 types d'aigles vivant sur chaque section de la montagne. Si la montagne a 3 sections, combien de types d'aigles les enfants ont-ils vus au total ?","var1 = trouver(nombre d'aigles par section), var2 = trouver(nombre de sections), var1 = multiplier(var1, var2), CALL, return(var1)"
1522,"Thanksgiving came and their family hosted their building's Thanksgiving dinner. They prepared a lot of food so she asked her parents if they could donate some to the soup kitchen next bock. If they prepared 36 turkeys and gave 18 of it to the soup kitchen, how many were left for them to eat?","var1 = find(total number of turkeys prepared), var2 = find(turkeys given away), var1 = subtract(var1, var2), CALL, return(var1)","Thanksgiving est arrivé et leur famille a organisé le dîner de Thanksgiving de leur immeuble. Ils ont préparé beaucoup de nourriture alors elle a demandé à ses parents s'ils pouvaient en donner à la soupe populaire du prochain bock. S'ils préparaient 36 dindes et en donnaient 18 à la soupe populaire, combien leur en restait-il à manger ?","var1 = trouver(nombre total de dindes préparées), var2 = trouver(dindes données), var1 = soustraire(var1, var2), CALL, return(var1)"
1796,Mrs. Hilt and her sister drove to a concert 78 miles away. They drove 32 miles and then stopped for gas. Her sister put 28 gallons of gas in the car. How many miles did they have left to drive?,"var1 = find(distance driven), var2 = find(distance left), var3 = subtract(78, var1), CALL, return(var3)",Mme Hilt et sa sœur se sont rendues à un concert à 78 miles de là. Ils ont parcouru 32 miles puis se sont arrêtés pour faire le plein. Sa sœur a mis 28 gallons d'essence dans la voiture. Combien de kilomètres leur restait-il à parcourir ?,"var1 = trouver(distance parcourue), var2 = trouver(distance gauche), var3 = soustraire(78, var1), APPEL, retour(var3)"
186,A waiter had 14 customers. 5 customers left.How many customers does he still have?,"var1 = find(customers), var2 = subtract(var1, 5), CALL, return(var2)",Un serveur avait 14 clients. 5 clients restants.Combien de clients a-t-il encore ?,"var1 = trouver(clients), var2 = soustraire(var1, 5), CALL, return(var2)"
1870,67 medals are displayed in the sports center. There are 19 gold medals and 32 silver medals. How many bronze medals are displayed?,"var1 = find(gold medals), var2 = find(silver medals), var3 = add(var1, var2), CALL, var4 = find(total medals), var5 = subtract(var4, var3), CALL, return(var5)",67 médailles sont exposées dans le centre sportif. Il y a 19 médailles d'or et 32 ​​médailles d'argent. Combien de médailles de bronze sont affichées ?,"var1 = trouver (médailles d'or), var2 = trouver (médailles d'argent), var3 = ajouter (var1, var2), APPEL, var4 = trouver (total des médailles), var5 = soustraire (var4, var3), APPEL, retour (var5)"
1239,A delivery driver had to make three more stops on his route. At each stop he had to drop off nine boxes. How many boxes does he have?,"var1 = find(stops), var2 = find(boxes per stop), var3 = multiply(var1, var2), CALL, return(var3)","Un chauffeur-livreur a dû effectuer trois arrêts supplémentaires sur son trajet. A chaque arrêt, il devait déposer neuf cartons. Combien a-t-il de boîtes ?","var1 = find(stops), var2 = find(boxes per stop), var3 = multiplier(var1, var2), CALL, return(var3)"
2235,Isabella's hair is 18 cubes long. She gets hair extensions and it doubles her length. How much hair does she have now?,"var1 = find(Isabella's hair is cubes long), var2 = find(doubles her length), var3 = multiply(var1, var2), CALL, return(var3)",Les cheveux d'Isabella mesurent 18 cubes de long. Elle obtient des extensions de cheveux et cela double sa longueur. Combien de cheveux a-t-elle maintenant ?,"var1 = trouver (les cheveux d'Isabelle sont longs en cubes), var2 = trouver (double sa longueur), var3 = multiplier (var1, var2), CALL, return (var3)"
2041,Three paper bags contain a total of 24 apples. The first and second bags contain a total of 11 apples. The second and third bags contain a total of 18 apples. How many apples are in the first and third bags together?,"var1 = find(first and second bags), var2 = subtract(24, var1), var3 = find(second and third bags), var4 = subtract(24, var3), var5 = add(var2, var4), return(var5)",Trois sacs en papier contiennent un total de 24 pommes. Les premier et deuxième sacs contiennent un total de 11 pommes. Les deuxième et troisième sacs contiennent un total de 18 pommes. Combien y a-t-il de pommes dans les premier et troisième sacs ensemble ?,"var1 = trouver(premier et deuxième sacs), var2 = soustraire(24, var1), var3 = trouver(deuxième et troisième sacs), var4 = soustraire(24, var3), var5 = ajouter(var2, var4), retour(var5 )"
108,After resting they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 9 feetHow much deeper is the water than Dean's height?,"var1 = find(Dean's height), var2 = multiply(var1, 10), CALL, var3 = subtract(var2, var1), CALL, return(var3)","Après s'être reposés, ils décidèrent d'aller se baigner. Si la profondeur de l'eau est de 10 fois la hauteur de Dean et qu'il se tient à 9 pieds, quelle est la profondeur de l'eau par rapport à la hauteur de Dean ?","var1 = trouver (taille de Dean), var2 = multiplier (var1, 10), CALL, var3 = soustraire (var2, var1), CALL, return (var3)"
2247,"Christian's father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered 80 pieces of wood?","var1 = find(pieces of firewood), var2 = find(pieces per sack), var1 = divide(var1, var2), CALL, return(var1)","Le père de Christian et le garde forestier principal ont ramassé du bois de chauffage alors qu'ils se dirigeaient vers le lac dans le parc et ont apporté avec eux des sacs. Si chaque sac peut contenir environ 20 morceaux de bois, combien de sacs ont-ils pu remplir s'ils ont ramassé 80 morceaux de bois ?","var1 = trouver(morceaux de bois de chauffage), var2 = trouver(morceaux par sac), var1 = diviser(var1, var2), CALL, return(var1)"
790,"The school's baseball team had two new players and twenty-two returning players. If the coach put them into groups with three players in each group, how many groups would there be?","var1 = find(new players), var2 = find(returning players), var1 = add(var1, var2), CALL, var2 = find(players per group), var3 = divide(var1, var2), CALL, return(var3)","L'équipe de baseball de l'école comptait deux nouveaux joueurs et vingt-deux joueurs de retour. Si l'entraîneur les répartissait en groupes de trois joueurs dans chaque groupe, combien de groupes y aurait-il ?","var1 = trouver(nouveaux joueurs), var2 = trouver(joueurs de retour), var1 = ajouter(var1, var2), CALL, var2 = trouver(joueurs par groupe), var3 = diviser(var1, var2), CALL, return(var3 )"
478,Baker sold 8 cakes. If he had made 40 cakes initiallyHow many more cakes did baker make than those he sold?,"var1 = find(total cakes made), var2 = find(cakes sold), var3 = subtract(var1, var2), CALL, return(var3)","Baker a vendu 8 gâteaux. S'il avait fait 40 gâteaux au départ, combien de gâteaux le boulanger a-t-il fait de plus que ceux qu'il a vendus ?","var1 = trouver(total des gâteaux fabriqués), var2 = trouver(gâteaux vendus), var3 = soustraire(var1, var2), CALL, return(var3)"
2406,"Coach Kelly brought 32 L of water to the football game, and she divided the water equally between 8 coolers. How many milliliters of water did Coach Kelly put in each cooler?","var1 = find(water Coach Kelly brought), var2 = find(number of coolers), return(var1/var2 * 1000)",L'entraîneur Kelly a apporté 32 L d'eau au match de football et elle a divisé l'eau en parts égales entre 8 glacières. Combien de millilitres d'eau l'entraîneur Kelly a-t-il mis dans chaque glacière ?,"var1 = find(eau apportée par Coach Kelly), var2 = find(nombre de glacières), return(var1/var2 * 1000)"
2194,Jennifer has an 87 cm long ribbon. She uses 24 cm of the ribbon to tie a present for her friend and 45 cm of the ribbon to make a bow. How much of the ribbon is left in the end?,"var1 = find(ribbon used for present), var2 = find(ribbon used for bow), var3 = add(var1, var2), CALL, var4 = find(total ribbon), var5 = subtract(var4, var3), CALL, return(var5)",Jennifer a un ruban de 87 cm de long. Elle utilise 24 cm de ruban pour nouer un cadeau pour son amie et 45 cm de ruban pour faire un nœud. Quelle quantité de ruban reste-t-il à la fin ?,"var1 = trouver (ruban utilisé pour le présent), var2 = trouver (ruban utilisé pour l'arc), var3 = ajouter (var1, var2), APPEL, var4 = trouver (ruban total), var5 = soustraire (var4, var3), APPEL, retour(var5)"
1772,"If Lizzie's group is composed of 54 people and they have 17 more members than the other group, how many people are working together to clean the city?","var1 = find(Lizzie's group members), var2 = subtract(var1, 17), CALL, var1 = add(var1, var2), CALL, return(var1)","Si le groupe de Lizzie est composé de 54 personnes et qu'ils ont 17 membres de plus que l'autre groupe, combien de personnes travaillent ensemble pour nettoyer la ville ?","var1 = trouver (membres du groupe de Lizzie), var2 = soustraire (var1, 17), CALL, var1 = ajouter (var1, var2), CALL, return (var1)"
