Unnamed: 0,prompt,summary,fr_prompt,fr_summary
297,For Gwen's birthday she received 8 dollars from her mom. Her dad gave her 5 more dollars. If she spent 4 dollars.How much more money did she receive from her mom than she did from her dad?,"var1 = find(money received from mom) # 8, var2 = find(money received from dad) # 5, var3 = add(var1, var2), var4 = subtract(var3, 4), var5 = subtract(var1, 5), CALL # 8 + 5 = 13, 13 - 4 = 9, 8 - 5 = 3, return(var5) # 3","Pour l'anniversaire de Gwen, elle a reçu 8 dollars de sa mère. Son père lui a donné 5 dollars de plus. Si elle a dépensé 4 dollars. Combien d'argent a-t-elle reçu de sa mère en plus que de son père ?","var1 = trouver(argent reçu de maman) # 8, var2 = trouver(argent reçu de papa) # 5, var3 = ajouter(var1, var2), var4 = soustraire(var3, 4), var5 = soustraire(var1, 5) , APPEL # 8 + 5 = 13, 13 - 4 = 9, 8 - 5 = 3, retour(var5) # 3"
1351,"The school cafeteria had 17 apples. If they used 2 to make lunch for the students and then bought 23 more, how many apples would they have?","var1 = find(cafeteria apples) # 17, var2 = find(used apples) # 2, var1 = subtract(var1, var2), CALL # 17 - 2 = 15, var2 = find(newly bought apples) # 23, var1 = add(var1, var2), CALL # 15 + 23 = 38, return(var1) # 38","La cafétéria de l'école avait 17 pommes. S'ils en utilisaient 2 pour préparer le déjeuner des élèves et en achetaient 23 de plus, combien de pommes auraient-ils ?","var1 = trouver(pommes de cafétéria) # 17, var2 = trouver(pommes usagées) # 2, var1 = soustraire(var1, var2), APPEL # 17 - 2 = 15, var2 = trouver(pommes nouvellement achetées) # 23, var1 = ajouter(var1, var2), APPEL # 15 + 23 = 38, retour(var1) # 38"
99,Emily is making bead necklaces for her friends. She made 11 necklaces and each necklace takes 28 beads.How many beads did Emily have?,"var1 = find(beads per necklace) #28, var2 = multiply(var1, 11), CALL # 28 * 11 = 308, return(var2) # 308",Emily fabrique des colliers de perles pour ses amis. Elle a fait 11 colliers et chaque collier contient 28 perles. Combien de perles Emily avait-elle ?,"var1 = trouver(perles par collier) #28, var2 = multiplier(var1, 11), CALL # 28 * 11 = 308, return(var2) # 308"
1665,You have 7 cookies and you ate 2 of them. How many cookies do you have left?,"var1 = find(cookies) # 7, var2 = find(cookies eaten) # 2, var1 = subtract(var1, var2), CALL # 7 - 2 = 5, return(var1) # 5",Vous avez 7 cookies et vous en avez mangé 2. Combien de cookies vous reste-t-il ?,"var1 = find(cookies) # 7, var2 = find(cookies mangés) # 2, var1 = subtract(var1, var2), CALL # 7 - 2 = 5, return(var1) # 5"
707,A mailman has to give 4 pieces of junk mail to each house in each of the 16 blocks. If there are 17 houses in each blockHow many pieces of junk mail should he give in total?,"var1 = find(Junk mail to each house) # 4, var2 = find(Houses per block) # 17, var3 = mul(var1, var2), CALL # 4 * 17 = 68, var4 = find(Total blocks) # 16, var5 = mul(var3, var4), CALL # 68 * 16 = 1088, return(var5) # 1088","Un facteur doit donner 4 pièces de courrier indésirable à chaque maison dans chacun des 16 blocs. S'il y a 17 maisons dans chaque bloc, combien de courriers indésirables doit-il donner au total ?","var1 = find(Courrier indésirable à chaque maison) # 4, var2 = find(Maisons par bloc) # 17, var3 = mul(var1, var2), CALL # 4 * 17 = 68, var4 = find(Total blocks) # 16 , var5 = mul(var3, var4), APPEL # 68 * 16 = 1088, retour(var5) # 1088"
529,Randy has 97 blocks. He uses some blocks to build a tower. If there are 72 blocks leftHow many blocks did he use to build the tower?,"var1 = find(total blocks) # 97, var2 = find(remaining blocks) # 72, var3 = subtract(var1, var2), CALL # 97 - 72 = 25, return(var3) # 25","Randy a 97 blocs. Il utilise des blocs pour construire une tour. S'il reste 72 blocs, combien de blocs a-t-il utilisé pour construire la tour ?","var1 = trouver (blocs totaux) # 97, var2 = trouver (blocs restants) # 72, var3 = soustraire (var1, var2), APPEL # 97 - 72 = 25, retour (var3) # 25"
1133,Isabel had sixteen bottles of water. After a week she had seven left. How many did she drink? ,"var1 = find(total bottles) # 16, var2 = find(left bottles) # 7, var3 = subtract(var1, var2), CALL # 16 - 7 = 9, return(var3) # 9","Isabel avait seize bouteilles d'eau. Au bout d'une semaine, il lui en restait sept. Combien en a-t-elle bu ?","var1 = trouver (bouteilles totales) # 16, var2 = trouver (bouteilles gauches) # 7, var3 = soustraire (var1, var2), APPEL # 16 - 7 = 9, retour (var3) # 9"
1109,"A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell? ","var1 = find(total chairs) # 15, var2 = find(left chairs) # 3, var3 = subtract(var1, var2), CALL # 15 - 3 = 12, return(var3) # 12","Un magasin de meubles avait quinze chaises. Après en avoir vendu, il en restait trois. Combien de chaises ont-ils vendu ?","var1 = trouver(total chaises) # 15, var2 = trouver(gauche chaises) # 3, var3 = soustraire(var1, var2), APPEL # 15 - 3 = 12, retour(var3) # 12"
2122,"Because of the decision, Sofia asked the students to suggest specific types of food. If 279 students suggested adding mashed potatoes while 234 suggested adding bacon to the menu, how many students participated in the suggestion of new food items?","var1 = find(mashed potato suggestions) # 279, var2 = find(bacon suggestions) # 234, var1 = add(var1, var2), CALL # 279 + 234 = 513, return(var1) # 513","En raison de la décision, Sofia a demandé aux étudiants de suggérer des types d'aliments spécifiques. Si 279 élèves ont suggéré d'ajouter de la purée de pommes de terre tandis que 234 ont suggéré d'ajouter du bacon au menu, combien d'élèves ont participé à la suggestion de nouveaux aliments ?","var1 = find(suggestions de purée de pommes de terre) # 279, var2 = find(suggestions de bacon) # 234, var1 = add(var1, var2), CALL # 279 + 234 = 513, return(var1) # 513"
185,Rachel had to complete 10 pages of math homework. If she had to complete 3 more pages of reading homework than math homeworkHow many pages did she have to complete in all?,"var1 = find(math homework) #10, var2 = add(var1, 3), CALL # 10 + 3 = 13, var3 = add(var1, var2), CALL # 10 + 13 = 23, return(var3) #23","Rachel devait terminer 10 pages de devoirs de mathématiques. Si elle devait faire 3 pages de plus de devoirs de lecture que de devoirs de mathématiques, combien de pages aurait-elle dû faire en tout ?","var1 = find(devoirs de maths) #10, var2 = add(var1, 3), CALL # 10 + 3 = 13, var3 = add(var1, var2), CALL # 10 + 13 = 23, return(var3) #23"
1273,"Kaleb has to sell 710 chocolate bars to get a prize. If each box contains 5 chocolate bars, how many boxes does he need to sell?","var1 = find(chocolate bars) # 710, var2 = find(chocolate bars per box) # 5, var1 = divide(var1, var2), CALL # 710 / 5 = 142, return(var1) # 142","Kaleb doit vendre 710 barres de chocolat pour obtenir un prix. Si chaque boîte contient 5 tablettes de chocolat, combien de boîtes doit-il vendre ?","var1 = find(barres de chocolat) # 710, var2 = find(barres de chocolat par boîte) # 5, var1 = diviser(var1, var2), CALL # 710 / 5 = 142, return(var1) # 142"
787,"Kaleb bought 14 boxes of chocolate candy and gave 5 to his little brother. If each box has 6 pieces inside it, how many pieces did Kaleb still have?","var1 = find(boxes) # 14, var2 = find(boxes given) # 5, var1 = subtract(var1, var2), CALL # 14 - 5 = 9, var2 = find(pieces per box) # 6, var3 = multiply(var1, var2), CALL # 9 * 6 = 54, return(var3) # 54","Kaleb a acheté 14 boîtes de bonbons au chocolat et en a donné 5 à son petit frère. Si chaque boîte contient 6 pièces, combien de pièces Kaleb avait-il encore ?","var1 = trouver(boîtes) # 14, var2 = trouver(boîtes données) # 5, var1 = soustraire(var1, var2), CALL # 14 - 5 = 9, var2 = trouver(pièces par boîte) # 6, var3 = multiplier (var1, var2), APPEL # 9 * 6 = 54, retour (var3) # 54"
2267,Mrs. Hilt read 2 books per day. How many books did she read in one week?,"var1 = find(books read per day) # 2, var2 = multiply(var1, 7), CALL # 2 * 7 = 14, return(var2) # 14",Mme Hilt lisait 2 livres par jour. Combien de livres a-t-elle lu en une semaine ?,"var1 = find(livres lus par jour) # 2, var2 = multiplier(var1, 7), CALL # 2 * 7 = 14, return(var2) # 14"
764,There are thirty-three rose bushes and thirty-seven oak trees currently in the park. Park workers will plant more rose bushes today. When the workers are finished there will be ninety-eight rose bushes in the park. How many rose bushes did the workers plant today ?,"var1 = find(original rose bushes) # 33, var2 = find(final rose bushes) # 98, var1 = subtract(var2, var1), CALL # 98 - 33 = 65, return(var1) # 65","Il y a trente-trois rosiers et trente-sept chênes actuellement dans le parc. Les travailleurs du parc planteront plus de rosiers aujourd'hui. Lorsque les ouvriers auront terminé, il y aura quatre-vingt-dix-huit rosiers dans le parc. Combien de rosiers les ouvriers ont-ils plantés aujourd'hui ?","var1 = trouver(rosiers originaux) # 33, var2 = trouver(rosiers finaux) # 98, var1 = soustraire(var2, var1), APPEL # 98 - 33 = 65, retour(var1) # 65"
511,The Razorback shop makes $ 86 dollars off each t-shirt and $ 232 off each jersey. During the Arkansas and Texas tech game they sold 254 t-shirts and 43 jerseys.How much more does a jersey cost than a t-shirt?,"var1 = find(cost per shirt) # 86, var2 = find(cost per jersey) # 232, var3 = subtract(var2, var1), CALL # 232 - 86 = 146, return(var3) # 146","La boutique Razorback fait 86 dollars de réduction sur chaque t-shirt et 232 $ sur chaque maillot. Pendant le jeu technique de l'Arkansas et du Texas, ils ont vendu 254 t-shirts et 43 maillots. Combien coûte un maillot de plus qu'un t-shirt ?","var1 = trouver(coût par maillot) # 86, var2 = trouver(coût par maillot) # 232, var3 = soustraire(var2, var1), APPEL # 232 - 86 = 146, retour(var3) # 146"
1755,"James has 14,500 g of sand in his sandbox. He brings home another 7,400 g of sand from the beach to add to his sandbox. How many kilograms of sand does James have in his sandbox now?","var1 = find(sand in sandbox) # 14500, var2 = find(sand from beach) # 7400, var1 = add(var1, var2), var1 = divide(var1, 1000), return(var1) # 21.9",James a 14 500 g de sable dans son bac à sable. Il ramène à la maison 7 400 g de sable supplémentaires de la plage pour les ajouter à son bac à sable. Combien de kilogrammes de sable James a-t-il maintenant dans son bac à sable ?,"var1 = trouver(sable dans le bac à sable) # 14500, var2 = trouver(sable de la plage) # 7400, var1 = ajouter(var1, var2), var1 = diviser(var1, 1000), retour(var1) # 21.9"
1041,At the fair Dave rode 4 rides the first day he went and 3 rides the second day. How many times did he ride total?,"var1 = find(rides first day) # 4, var2 = find(rides second day) # 3, var3 = add(var1, var2), CALL # 4 + 3 = 7, return(var3) # 7","À la foire, Dave a fait 4 manèges le premier jour où il est allé et 3 manèges le deuxième jour. Combien de fois a-t-il roulé au total ?","var1 = find(parcourt le premier jour) # 4, var2 = find(parcourt le deuxième jour) # 3, var3 = add(var1, var2), CALL # 4 + 3 = 7, return(var3) # 7"
1279,Olivia gave her cat two cheese cubes. Now Olivia has ninety-eight cheese cubes left. How many cheese cubes did Olivia have originally?,"var1 = find(left cheese cubes) # 98, var2 = find(given cheese cubes) # 2, var3 = add(var1, var2), CALL # 98 + 2 = 100, return(var3) # 100","Olivia a donné à son chat deux cubes de fromage. Maintenant, Olivia a quatre-vingt-dix-huit cubes de fromage. Combien de cubes de fromage Olivia avait-elle à l'origine ?","var1 = find(gauche des cubes de fromage) # 98, var2 = find(donné des cubes de fromage) # 2, var3 = add(var1, var2), CALL # 98 + 2 = 100, return(var3) # 100"
1566,Corey earns extra money finding lost golf balls. His goal is to find 48 golfballs every weekend. He found 16 golf balls on Saturday. He found 18 more golf balls on Sunday. How many more golf balls does Corey need to find to reach his goal?,"var1 = find(goal golf balls) # 48, var2 = add(16, 18), CALL # 16 + 18 = 34, var3 = subtract(var1, var2), CALL # 48 - 34 = 14, return(var3) # 14",Corey gagne de l'argent supplémentaire en trouvant des balles de golf perdues. Son objectif est de trouver 48 balles de golf chaque week-end. Il a trouvé 16 balles de golf samedi. Il a trouvé 18 autres balles de golf dimanche. Combien de balles de golf Corey doit-il encore trouver pour atteindre son objectif ?,"var1 = trouver (balles de golf de but) # 48, var2 = ajouter (16, 18), APPEL # 16 + 18 = 34, var3 = soustraire (var1, var2), APPEL # 48 - 34 = 14, retour (var3) # 14"
151,White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts.How many packages will she have?,"var1 = find(t-shirts) #66, var2 = divide(var1, 3), CALL # 66 / 3 = 22, return(var2) #22","Les t-shirts blancs peuvent être achetés en paquets. Si maman achète 66 t-shirts blancs où chaque paquet contient 3 t-shirts blancs, combien de paquets aura-t-elle ?","var1 = trouver(t-shirts) #66, var2 = diviser(var1, 3), APPEL # 66 / 3 = 22, retourner(var2) #22"
1564,There are 38 books on the shelf. Marta put 10 more books on the shelf. How many books are on the shelf now?,"var1 = find(books on shelf) # 38, var2 = find(books added) # 10, var3 = add(var1, var2), CALL # 38 + 10 = 48, return(var3) # 48",Il y a 38 livres sur l'étagère. Marta a mis 10 autres livres sur l'étagère. Combien y a-t-il de livres sur l'étagère maintenant ?,"var1 = find(books on shelf) # 38, var2 = find(books added) # 10, var3 = add(var1, var2), CALL # 38 + 10 = 48, return(var3) # 48"
2188,Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?,"var1 = find(Gino's sticks) # 63, var2 = find(your sticks) # 50, var3 = add(var1, var2), CALL # 63 + 50 = 113, return(var3) # 113",Gino a 63 bâtons de popsicle. J'ai 50 bâtons de popsicle. Quelle est la somme de nos bâtons de popsicle ?,"var1 = find(Gino's sticks) # 63, var2 = find(vos sticks) # 50, var3 = add(var1, var2), CALL # 63 + 50 = 113, return(var3) # 113"
2412,"At the edge of the forest, an anthill is blocking the way out. In order to pass through, he needs to help the ants gather food. If the ants need 911 grains of food and they already have 762, how many more grains are needed to be gathered?","var1 = find(total food needed) # 911 gr., var2 = find(current food gathered by ants) # 762 gr., var1 = subtract(var1, var2), CALL # 911 - 762 = 149 gr., return(var1) # 149 gr.","A l'orée de la forêt, une fourmilière bloque la sortie. Pour passer, il doit aider les fourmis à ramasser de la nourriture. Si les fourmis ont besoin de 911 grains de nourriture et qu'elles en ont déjà 762, combien de grains de plus faut-il récolter ?","var1 = trouver(nourriture totale nécessaire) # 911 gr., var2 = trouver(nourriture actuelle recueillie par les fourmis) # 762 gr., var1 = soustraire(var1, var2), APPEL # 911 - 762 = 149 gr., retour(var1 ) # 149 gr."
1598,Mr. Lee gave out first place ribbons after each event. He had 38 ribbons at the start. He gave away 14 ribbons in the morning. He gave out 16 ribbons in the afternoon. How many ribbons did Mr. Lee have left?,"var1 = find(total ribbons) # 38, var2 = add(14, 16), CALL # 14 + 16 = 30, var3 = subtract(var1, var2), CALL # 38 - 30 = 8, return(var3) # 8",M. Lee a distribué des rubans de première place après chaque épreuve. Il avait 38 rubans au départ. Il a distribué 14 rubans le matin. Il a distribué 16 rubans dans l'après-midi. Combien de rubans restait M. Lee ?,"var1 = find(total rubans) # 38, var2 = add(14, 16), CALL # 14 + 16 = 30, var3 = subtract(var1, var2), CALL # 38 - 30 = 8, return(var3) # 8"
2380,"If the cave is 974 feet deep and they are already at 588 feet, how much farther until they reach the end of the cave?","var1 = find(total depth of the cave) # 974 ft, var2 = find(current depth in the cave) # 588 ft, var1 = subtract(var1, var2), CALL # 974 - 588 = 386 ft, return(var1) # 386 ft","Si la grotte a 974 pieds de profondeur et qu'ils sont déjà à 588 pieds, combien de temps encore jusqu'à ce qu'ils atteignent la fin de la grotte ?","var1 = trouver(profondeur totale de la grotte) # 974 pieds, var2 = trouver(profondeur actuelle dans la grotte) # 588 pieds, var1 = soustraire(var1, var2), CALL # 974 - 588 = 386 pieds, retour(var1) # 386 pieds"
23,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.How many more bags did she find on the next day than she had on monday?,"var1 = find(cans Monday) #7, var2 = find(cans found) #12, var3 = subtract(var2, var1), CALL # 12 - 7 = 5, return(var3) # 5","Tiffany ramassait des canettes pour les recycler. Le lundi, elle avait 7 sacs de canettes. Le lendemain, elle a trouvé 12 sacs de canettes de plus. Combien de sacs de plus a-t-elle trouvés le lendemain qu'elle n'en avait le lundi ?","var1 = find(cans Monday) #7, var2 = find(cans found) #12, var3 = subtract(var2, var1), CALL # 12 - 7 = 5, return(var3) # 5"
158,The Razorback t-shirt shop makes $ 78 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 186 t-shirts. If they sold 172 t-shirts during the Arkansas gameHow much money did they make from selling the t-shirts during the Texas tech game?,"var1 = find(t-shirt sold) #78, var2 = multiply(var1, 186), CALL # 78 * 186 = 14148, var3 = find(Arkansas game t-shirt sold) #172, var4 = subtract(186, var3), CALL # 186 - 172 = 14, var5 = multiply(var4, 78), CALL # 14 * 78 = 1092, return(var5) #1092","La boutique de t-shirts Razorback fait 78 dollars de réduction sur chaque t-shirt vendu. Pendant le match de l'Arkansas et le jeu technologique du Texas, ils ont vendu un total de 186 t-shirts. S'ils ont vendu 172 t-shirts pendant le jeu de l'Arkansas, combien d'argent ont-ils gagné en vendant les t-shirts pendant le jeu technologique du Texas ?","var1 = trouver(t-shirt vendu) #78, var2 = multiplier(var1, 186), APPEL # 78 * 186 = 14148, var3 = trouver(t-shirt jeu Arkansas vendu) #172, var4 = soustraire(186, var3 ), APPEL # 186 - 172 = 14, var5 = multiplier(var4, 78), APPEL # 14 * 78 = 1092, retour(var5) #1092"
1336,Paul had 7 baseball cards he's putting into a binder with 3 on each page. How many cards will he have on the page that isn't full?,"var1 = find(""baseball cards"") # 7, var2 = find(""cards per page"") # 3, var3 = mod(var1, var2) # 7 % 3 = 1, return(var3) # 1",Paul avait 7 cartes de baseball qu'il met dans un classeur avec 3 sur chaque page. Combien de cartes aura-t-il sur la page qui n'est pas pleine ?,"var1 = find(""cartes de baseball"") # 7, var2 = find(""cartes par page"") # 3, var3 = mod(var1, var2) # 7 % 3 = 1, return(var3) # 1"
1713,"There 95 colored lights on a Christmas tree. 26 of them are red, 37 of them are yellow and the rest are blue. How many blue lights are there on the Christmas tree?","var1 = find(red lights) # 26, var2 = find(yellow lights) # 37, var3 = add(var1, var2), CALL # 26 + 37 = 63, var4 = find(total lights) # 95, var5 = subtract(var4, var3), CALL # 95 - 63 = 32, return(var5) # 32","Il y a 95 lumières colorées sur un arbre de Noël. 26 d'entre eux sont rouges, 37 d'entre eux sont jaunes et le reste est bleu. Combien y a-t-il de lumières bleues sur le sapin de Noël ?","var1 = trouver (feux rouges) # 26, var2 = trouver (feux jaunes) # 37, var3 = ajouter (var1, var2), CALL # 26 + 37 = 63, var4 = trouver (feux totaux) # 95, var5 = soustraire (var4, var3), APPEL # 95 - 63 = 32, retour (var5) # 32"
2307,Josh had 16 marbles in his collection. He lost 7 marbles. How many marbles does he have now?,"var1 = find(Josh's marbles) # 16, var2 = find(marbles lost) # 7, var3 = subtract(var1, var2), CALL # 16 - 7 = 9, return(var3) # 9",Josh avait 16 billes dans sa collection. Il a perdu 7 billes. Combien de billes a-t-il maintenant ?,"var1 = trouver(billes de Josh) # 16, var2 = trouver(billes perdues) # 7, var3 = soustraire(var1, var2), APPEL # 16 - 7 = 9, retour(var3) # 9"
1575,I see 105 puppies. How many ears do they have?,"var1 = find(puppies) # 105, var2 = multiply(var1, 2), CALL # 105 * 2 = 210, return(var2) # 210",Je vois 105 chiots. Combien d'oreilles ont-ils ?,"var1 = trouver(chiots) # 105, var2 = multiplier(var1, 2), APPEL # 105 * 2 = 210, retour(var2) # 210"
1826,"Penny's class is going to Animaland, the largest zoo on earth, for their science field trip. The zoo has a variety of wild animals in captivity. Their first destination was the aviary. The aviary has 3 species of eagles on show that day. They have 20 Bald Eagles, 15 Harpy Eagles, and 30 Crowned Eagles. How many eagles are on display that day?","var1 = find(Bald Eagles) # 20, var2 = find(Harpy Eagles) # 15, var1 = add(var1, var2), CALL # 20 + 15 = 35, var2 = find(Crowned Eagles) # 30, var1 = add(var1, var2), CALL # 35 + 30 = 65, return(var1) # 65","La classe de Penny se rend à Animaland, le plus grand zoo du monde, pour leur sortie scientifique. Le zoo a une variété d'animaux sauvages en captivité. Leur première destination était la volière. La volière présente 3 espèces d'aigles ce jour-là. Ils ont 20 pygargues à tête blanche, 15 aigles harpies et 30 aigles couronnés. Combien d'aigles sont exposés ce jour-là ?","var1 = find(Bald Eagles) # 20, var2 = find(Harpy Eagles) # 15, var1 = add(var1, var2), CALL # 20 + 15 = 35, var2 = find(Crowned Eagles) # 30, var1 = add (var1, var2), APPEL # 35 + 30 = 65, retour (var1) # 65"
1976,Beth has 106 crayons. She gives 54 of them away to Jen. How many crayons does Beth have left?,"var1 = find(Beth's crayons) # 106, var2 = find(crayons given away) # 54, var1 = subtract(var1, var2), CALL # 106 - 54 = 52, return(var1) # 52",Beth a 106 crayons. Elle en donne 54 à Jen. Combien de crayons reste-t-il à Beth ?,"var1 = find(crayons de Beth) # 106, var2 = find(crayons donnés) # 54, var1 = subtract(var1, var2), CALL # 106 - 54 = 52, return(var1) # 52"
1792,"At the first day back in school, her parents bought her different colored pens. If her parents bought her 56 pens and she gave 22 of those to her friends, how many pens were left for her to use?","var1 = find(number of pens Wendy received) # 56, var2 = find(pens given away by Wendy) # 22, var1 = subtract(var1, var2), CALL # 56 - 22 = 34, return(var1) # 34","Au premier jour de rentrée, ses parents lui ont acheté des stylos de différentes couleurs. Si ses parents lui ont acheté 56 stylos et qu'elle en a donné 22 à ses amis, combien de stylos lui restait-il à utiliser ?","var1 = find(nombre de stylos Wendy reçus) # 56, var2 = find(stylos donnés par Wendy) # 22, var1 = subtract(var1, var2), CALL # 56 - 22 = 34, return(var1) # 34"
311,5 storks and 3 birds were sitting on the fence. 4 more birds came to join them.How many more birds than storks are sitting on the fence?,"var1 = find(storks) # 5, var2 = find(birds) # 3, var3 = add(var2, 4), var4 = subtract(var3, var1), CALL # 3 + 4 = 7, 7 - 5 = 2, return(var4) # 2",5 cigognes et 3 oiseaux étaient assis sur la clôture. 4 autres oiseaux sont venus les rejoindre. Combien d'oiseaux de plus que de cigognes sont assis sur la clôture ?,"var1 = trouver(cigognes) # 5, var2 = trouver(oiseaux) # 3, var3 = ajouter(var2, 4), var4 = soustraire(var3, var1), CALL # 3 + 4 = 7, 7 - 5 = 2, retour(var4) # 2"
351,The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog.How much did they jump altogether?,"var1 = find(grasshopper jump) # 35, var2 = find(jump difference) # 4, var3 = subtract(var1, var2), var4 = add(var1, var3), CALL # 35 - 4 = 31, 35 + 31 = 66, return(var4) # 66",La sauterelle et la grenouille ont fait un concours de sauts. La sauterelle a sauté de 35 pouces. La sauterelle a sauté 4 pouces plus loin que la grenouille. Combien ont-elles sauté en tout ?,"var1 = trouver (saut de sauterelle) # 35, var2 = trouver (différence de saut) # 4, var3 = soustraire (var1, var2), var4 = ajouter (var1, var3), CALL # 35 - 4 = 31, 35 + 31 = 66, retour(var4) # 66"
548,Dave had 15 apps and 24 files on his phone. After deleting some apps and files he had 21 apps and 4 files left.How many more apps than files does he have left on the phone?,"var1 = find(apps before deletion) # 15, var2 = find(files before deletion) # 24, var3 = add(var1, var2), var4 = find(leftover apps) # 21, var5 = find(leftover files) # 4, var6 = add(var4, var5), var7 = subtract(var3, var6), var8 = subtract(var4, var5), CALL # (15 + 24) - (21 + 4) = 39 - 25 = 14, return(var8) # 17","Dave avait 15 applications et 24 fichiers sur son téléphone. Après avoir supprimé certaines applications et fichiers, il lui restait 21 applications et 4 fichiers. Combien d'applications de plus que de fichiers lui reste-t-il sur le téléphone ?","var1 = trouver (applications avant suppression) # 15, var2 = trouver (fichiers avant suppression) # 24, var3 = ajouter (var1, var2), var4 = trouver (applications restantes) # 21, var5 = trouver (fichiers restants) # 4 , var6 = ajouter(var4, var5), var7 = soustraire(var3, var6), var8 = soustraire(var4, var5), APPEL # (15 + 24) - (21 + 4) = 39 - 25 = 14, retour( var8) # 17"
306,You have 104 dollars.How many packs of dvds can you buy if each pack costs 26 dollars?,"var1 = find(dollars) # 104, var2 = divide(var1, 26), CALL # 104 / 26 = 4, return(var2) # 4",Vous avez 104 dollars. Combien de packs de DVD pouvez-vous acheter si chaque pack coûte 26 dollars ?,"var1 = trouver(dollars) # 104, var2 = diviser(var1, 26), APPEL # 104 / 26 = 4, retourner(var2) # 4"
287,Melissa scored a total of 21 points playing some games. Is she scored 7 points in each game.How many games did she play?,"var1 = find(total points) # 21, var2 = find(points per game) # 7, var3 = divide(var1, var2), CALL # 21 / 7 = 3, return(var3) # 3",Melissa a marqué un total de 21 points en jouant certains matchs. Est-ce qu'elle a marqué 7 points à chaque match. Combien de matchs a-t-elle joué ?,"var1 = trouver(points totaux) # 21, var2 = trouver(points par partie) # 7, var3 = diviser(var1, var2), APPEL # 21 / 7 = 3, retour(var3) # 3"
685,Lewis earns a total of $ 1216 during the harvest. If he earns $ 16 each weekHow many weeks did the harvest last?,"var1 = find(Total earnings) # 1216, var2 = find(Weekly earnings) # 16, var3 = div(var1, var2), CALL # 1216 / 16 = 76, return(var3) # 76","Lewis gagne un total de 1216 $ lors de la récolte. S'il gagne 16 $ chaque semaine, combien de semaines a duré la récolte ?","var1 = find(Gains totaux) # 1216, var2 = find(Gains hebdomadaires) # 16, var3 = div(var1, var2), CALL # 1216 / 16 = 76, return(var3) # 76"
792,A clown had sixteen balloons. He gave four away at a party. How many balloons does he still have? ,"var1 = find(total balloons) # 16, var2 = find(given away balloons) # 4, var3 = subtract(var1, var2), CALL # 16 - 4 = 12, return(var3) # 12",Un clown avait seize ballons. Il en a offert quatre lors d'une fête. Combien de ballons a-t-il encore ?,"var1 = trouver (total ballons) # 16, var2 = trouver (ballons donnés) # 4, var3 = soustraire (var1, var2), APPEL # 16 - 4 = 12, retour (var3) # 12"
1710,There were 58 geese and 37 ducks in the marsh. How many birds were there in all?,"var1 = find(geese in the marsh) # 58, var2 = find(ducks in the marsh) # 37, var3 = add(var1, var2), CALL # 58 + 37 = 95, return(var3) # 95",Il y avait 58 oies et 37 canards dans le marais. Combien y avait-il d'oiseaux en tout ?,"var1 = find(oies dans le marais) # 58, var2 = find(canards dans le marais) # 37, var3 = add(var1, var2), CALL # 58 + 37 = 95, return(var3) # 95"
1295,"Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ","var1 = find(music files) # 26, var2 = find(video files) # 36, var3 = add(var1, var2), CALL # 26 + 36 = 62, var4 = subtract(var3, 48), CALL # 62 - 48 = 14, return(var4) # 14","Amy avait 26 fichiers musicaux et 36 fichiers vidéo sur sa clé USB. Si elle a supprimé 48 des fichiers, combien de fichiers restaient sur sa clé USB ?","var1 = find(music files) # 26, var2 = find(video files) # 36, var3 = add(var1, var2), CALL # 26 + 36 = 62, var4 = subtract(var3, 48), CALL # 62 - 48 = 14, retour(var4) # 14"
1395,"Haley's old washing machine could only wash seven pieces of clothing at a time. If she had to wash two shirts and thirty-three sweaters, how many loads would she have to do?","var1 = find(shirts) # 2, var2 = find(sweaters) # 33, var1 = add(var1, var2), CALL # 2 + 33 = 35, var2 = find(clothes per load) # 7, var3 = divide(var1, var2), CALL # 35 / 7 = 5, return(var3) # 5","La vieille machine à laver de Haley ne pouvait laver que sept vêtements à la fois. Si elle devait laver deux chemises et trente-trois pulls, combien de brassées devrait-elle faire ?","var1 = find(chemises) # 2, var2 = find(pulls) # 33, var1 = add(var1, var2), CALL # 2 + 33 = 35, var2 = find(vêtements par brassée) # 7, var3 = diviser( var1, var2), APPEL # 35 / 7 = 5, retour(var3) # 5"
