Unnamed: 0,prompt,summary
1533,"Chris a 18 cartes de football. Son ami, Charlie, a 32 cartes. Combien de cartes de moins Chris a-t-il ?","var1 = trouver (carte Chris) # 18, var2 = trouver (cartes Charlie) # 32, var3 = soustraire (var2, var1), APPEL # 32 - 18 = 14, retour (var3) # 14"
1221,"Un architecte construisait sa maison à deux étages. Au premier étage, la maison avait 6 chambres et le deuxième étage avait 4 chambres. Combien de chambres la maison compte-t-elle ?","var1 = find(chambres au premier étage) # 6, var2 = find(chambres au deuxième étage) # 4, var3 = add(var1, var2), CALL # 6 + 4 = 10, return(var3) # 10"
1605,"Un concessionnaire automobile a vendu 14 voitures le premier jour, 16 voitures le deuxième jour et 27 voitures le troisième jour. Combien de voitures le concessionnaire automobile a-t-il vendu sur les 3 jours ?","var1 = find(voitures vendues le premier jour) # 14, var2 = find(voitures vendues le deuxième jour) # 16, var3 = add(var1, var2), CALL # 14 + 16 = 30, var2 = find(voitures vendues le troisième jour) # 27, var3 = add(var3, var2), CALL # 30 + 27 = 57, return(var3) # 57"
2408,Mme Hilt a acheté un yoyo pour 24 cents et un sifflet pour 14 cents. Combien a-t-elle dépensé en tout pour les deux jouets ?,"var1 = find(coût du yoyo) # 24 cents, var2 = find(coût du sifflet) # 14 cents, var3 = add(var1, var2), CALL # 24 + 14 = 38 cents, return(var3) # 38 cents"
1972,Les élèves de troisième année sont allés à un concert dans 8 bus. Chaque bus transportait 45 élèves. Combien d'élèves sont allés au concert ?,"var1 = find(élèves par bus) # 45, var2 = find(nombre de bus) # 8, var3 = multiplier(var1, var2), CALL # 45 * 8 = 360, return(var3) # 360"
1054,"Shelley a 12 fourchettes et 16 couteaux à placer dans les porte-argenterie du fast-food où elle travaille. Elle veut les répartir équitablement, sans fourchettes ni couteaux. Quel est le plus grand nombre de supports d'argenterie que Shelley peut stocker ?","var1 = find(""fourchettes"") # 12, var2 = find(""couteaux"") # 16, var3 = find_gcd(var1, var2) # GCD(12,16) = 4, return(var3) # 4"
1927,Joy verra sa grand-mère dans deux jours. Combien d'heures avant qu'elle ne la voie ?,"var1 = trouver (jours jusqu'à ce que Joy voit sa grand-mère) # 2, var2 = trouver (heures dans une journée) # 24, var1 = multiplier (var1, var2), APPEL # 2 * 24 = 48, retour (var1) # 48"
2322,Diane veut acheter un paquet de biscuits. Les cookies coûtent 65 centimes. Diane a 27 cents. De combien d'argent a-t-elle encore besoin ?,"var1 = trouver(coût des cookies) # 65, var2 = soustraire(var1, 27) # 65 - 27 = 38, retourner(var2) # 38"
18,"Jerry avait 3 figurines articulées sur une étagère dans sa chambre. Plus tard, il a ajouté 4 figurines d'action supplémentaires à l'étagère et a supprimé certaines des anciennes. S'il y a 6 figurines articulées sur son étagère maintenant, combien de figurines articulées a-t-il retirées de l'étagère ?","var1 = trouver(figurines d'action) #3, var2 = trouver(figurines d'action ajoutées) #4, var3 = ajouter(var1, var2), CALL # 3 + 4 = 7, var4 = trouver(figurines d'action maintenant) #6, var5 = soustraire(var3, var4), APPEL # 7 - 6 = 1, retour(var5) # 1"
2414,Le spectacle de marionnettes commence à 14h00. Elle dure 1h30. A quelle heure se termine-t-il ?,Le spectacle de marionnettes se termine à 15h30.
1380,"Lundi, Debby a couru 2 kilomètres. Mardi, elle a couru 5 kilomètres et mercredi, elle en a couru 9. Combien de kilomètres a-t-elle parcouru au total ?","var1 = find(jog du lundi) # 2, var2 = find(jog du mardi) # 5, var3 = find(jog du mercredi) # 9, var4 = add(var1, var2), CALL # 2 + 5 = 7, var5 = add (var4, var3), APPEL # 7 + 9 = 16, retour (var5) # 16"
649,Rachel a cueilli 4 pommes de son arbre. Si l'arbre avait initialement 7 pommes. Combien y a-t-il encore de pommes sur l'arbre ?,"apples_on_tree = trouver(pommes sur l'arbre) # 7, picked_apples = trouver(cueillir des pommes) # 4, pommes restantes = soustraire(apples_on_tree, picked_apples), CALL # 7 - 4 = 3, return(remaining apples) # 3"
2271,Les élèves de Flora Middle School ont été invités à participer à l'événement. Ils ont planté 47 pommiers et 27 orangers dans la forêt près de leur école. Combien d'arbres au total les élèves ont-ils plantés ?,"var1 = find(pommiers) # 47, var2 = find(orangers) # 27, var1 = add(var1, var2), CALL # 47 + 27 = 74, return(var1) # 74"
1967,Paco avait 35 biscuits. Il en a mangé 6. Combien de cookies restait Paco ?,"var1 = find(cookies originellement) # 35, var2 = find(cookies que Paco a mangé) # 6, var3 = subtract(var1, var2), CALL # 35 - 6 = 29, return(var3) # 29"
1085,"Faye avait 12 applications sur son téléphone. Pour libérer de l'espace, elle a supprimé 8 des applications. Combien d'applications lui restait-il ?","var1 = trouver (applications de démarrage) # 12, var2 = trouver (applications supprimées) # 8, var3 = soustraire (var1, var2), APPEL # 12 - 8 = 4, retour (var3) # 4"
891,"En jouant à un jeu vidéo, Victor a perdu quatorze vies. Maintenant, il a deux vies. Quelle est la différence entre le nombre de vies que Victor a perdues et maintenant ?","var1 = find(La vie de Victor a été perdue) # 14, var2 = find(La vie de Victor maintenant) # 2, var1 = soustract(var1, var2), CALL # 14 - 2 = 12, return(var1) # 12"
76,Allan a apporté 3 ballons et Jake a apporté 5 ballons au parc. Allan a ensuite acheté 2 autres ballons au parc. Combien de ballons Allan et Jake avaient-ils dans le parc ?,"var1 = trouver(ballons Allan) #3, var2 = ajouter(var1, 2), APPEL # 3 + 2 = 5, var3 = trouver(ballons Jake) #5, var4 = ajouter(var2, var3), APPEL # 5 + 5 = 10, retour(var4) # 10"
1229,Katie avait soixante-douze jeux DS et son amie vingt-trois jeux. Combien en ont-ils au total ?,"var1 = find(Katie games) # 72, var2 = find(friend games) # 23, var1 = add(var1, var2), CALL # 72 + 23 = 95, return(var1) # 95"
1776,"Un événement a 12 adultes et 20 enfants. Le planificateur d'événements veut que chaque table soit identique, avec la même combinaison d'adultes et d'enfants et qu'il ne reste personne. Quel est le plus grand nombre de tables que le planificateur peut mettre en place ?","var1 = trouver(adultes) # 12, var2 = trouver(enfants) # 20, var3 = pgcd(var1, var2) # pgcd(12, 20) = 4, retour(var3) # 4"
2086,"Après avoir mangé un repas copieux, ils sont allés voir le palais de Buckingham. Là, Rachel apprit que 583 visiteurs étaient venus au palais ce jour-là. S'il y avait 246 visiteurs la veille, combien ont visité le palais en 2 jours ?","var1 = find(visiteurs du jour 1) # 583, var2 = find(visiteurs du jour 2) # 246, var1 = add(var1, var2), CALL # 583 + 246 = 829, return(var1) # 829"
2005,"Rob aime beaucoup les structures hautes. Il aime collectionner des images et les comparer. Deux de ses bâtiments préférés sont la Sears Tower de Chicago et le Burj Khalifa de Dubaï. Si Burj Khalifa se dresse à 830 mètres de haut et Sears à 527 mètres de haut, combien est Burj Khalifa plus haut que Sears ?","var1 = find(hauteur de Burj Khalifa) # 830, var2 = find(hauteur de Sears Tower) # 527, var1 = subtract(var1, var2), CALL # 830 - 527 = 303, return(var1) # 303"
2184,"Gary avait des autocollants. Il a donné 42 autocollants à Lucy et 26 autocollants à Alex. S'il lui restait 31 autocollants, combien d'autocollants Gary avait-il au départ ?","var1 = find(stickers donnés à Lucy) # 42, var2 = find(stickers donnés à Alex) # 26, var3 = add(var1, var2), CALL # 42 + 26 = 68, var2 = find(stickers left) # 31 , var3 = ajouter(var3, var2), APPEL # 68 + 31 = 99, retour(var3) # 99"
168,Emily fabrique des colliers de perles pour ses amis. Chaque collier contient 8 perles et elle en a 16. Combien de colliers Emily peut-elle fabriquer ?,"var1 = trouver(perles) #16, var2 = diviser(var1, 8), APPEL # 16 / 8 = 2, retourner(var2) #2"
472,Rebecca veut diviser une collection d'œufs en 4 groupes. Rebecca a 8 œufs et 6 billes. Combien d'œufs chaque groupe aura-t-il ?,"var1 = find(oeufs que Rebecca a) # 8, var2 = find(nombre de groupes) # 4, var3 = find(oeufs par groupe) # 8 / 4 = 2, CALL # 8 / 4 = 2, return(var3) # 2"
1829,"Roger a collecté 42 centimes, 36 nickels et 15 dimes. Il a fait don de certaines de ses pièces et il lui restait 27 pièces. Combien de pièces Roger a-t-il donné ?","var1 = find(pennys) # 42, var2 = find(nickels) # 36, var3 = add(var1, var2), CALL # 42 + 36 = 78, var4 = find(dimes) # 15, var5 = add(var3, var4), CALL # 78 + 15 = 93, var6 = find(pièces après) # 27, var7 = subtract(var5, var6), CALL # 93 - 27 = 66, return(var7) # 66"
1241,"Nancy a cueilli 12 carottes dans son jardin. Si elle en jetait 2 et en cueillait 21 de plus le lendemain, combien de carottes aurait-elle au total ?","var1 = trouver(carottes de Nancy) # 12, var2 = trouver(carottes jetées) # 2, var1 = soustraire(var1, var2), APPEL # 12 - 2 = 10, var2 = trouver(carottes fraîchement cueillies) # 21, var1 = ajouter(var1, var2), APPEL # 10 + 21 = 31, retour(var1) # 31"
755,"Rachel a cueilli trois pommes de son arbre. Maintenant, l'arbre a encore quatre pommes dessus. Combien de pommes l'arbre avait-il au départ ?","var1 = find(pommes laissées sur l'arbre) # 4, var2 = find(pommes cueillies) # 3, var3 = add(var1, var2), CALL # 4 + 3 = 7, return(var3) # 7"
219,"Julia a joué avec 17 enfants le lundi, 15 enfants le mardi et 2 enfants le mercredi. Avec combien d'enfants a-t-elle joué en tout ?","var1 = find(les enfants ont joué le lundi) #17, var2 = find(les enfants ont joué le mardi) #15, var3 = find(les enfants ont joué le mercredi) #2, var4 = add(var1, var2), CALL # 17 + 15 = 32, var5 = ajouter(var4, var3), APPEL # 32 + 2 = 34, retour(var5) #34"
2195,Mon magasin de crème glacée était très occupé aujourd'hui. Il faisait 98 degrés et nous avons vendu 67 cornets de crème glacée. Nous avons vendu 15 milkshakes de plus que de cornets de crème glacée. Combien de milkshakes ont été vendus ?,"var1 = find(cornets de crème glacée vendus) # 67, var2 = find(milkshakes vendus) # 67 + 15 = 82, return(var2) # 82"
1684,Brad a 17 ballons. 8 ballons sont rouges et les autres sont verts. Combien de ballons verts Brad a-t-il ?,"var1 = trouver(ballons de Brad) # 17, var2 = trouver(ballons rouges) # 8, var3 = soustraire(var1, var2), APPEL # 17 - 8 = 9, retour(var3) # 9"
1083,"Au stade de baseball, le prix du pop-corn est de 14,70 $ pour 5 sacs. Si vous vouliez acheter 4 sacs de pop-corn, combien cela coûterait-il ?","var1 = trouver (prix 5 sacs) # 14,70, var2 = diviser (var1, 5), var3 = multiplier (var2, 4), APPEL # (14,70 / 5) * 4 = 11,76, retour (var3) # 11,76"
303,"Julia a joué avec 15 enfants le lundi, 18 enfants le mardi et 97 enfants le mercredi. Avec combien d'enfants a-t-elle joué lundi et mardi ?","var1 = find(monday kids) # 15, var2 = find(mardi kids) # 18, var3 = add(var1, var2), CALL # 15 + 18 = 33, return(var3) # 33"
1594,"Alissa a cueilli 16 fleurs. Sa sœur jumelle, Melissa, a également cueilli 16 fleurs. Ils ont offert 18 fleurs à leur mère. Combien de fleurs restaient les sœurs ?","var1 = trouver(fleurs d'Alissa) # 16, var2 = trouver(fleurs de Melissa) # 16, var3 = ajouter(var1, var2) # 16 + 16 = 32, var4 = soustraire(var3, 18) # 32 - 18 = 14, retour(var4) # 14"
978,"Jessie pesait soixante-quatorze kilogrammes. Après avoir commencé à faire du jogging tous les jours, elle pèse maintenant soixante-sept kilogrammes. Combien de poids a-t-elle perdu dans le passé ?","var1 = trouver(poids original) # 74, var2 = trouver(poids actuel) # 67, var3 = soustraire(var1, var2), APPEL # 74 - 67 = 7, retour(var3) # 7"
2030,"Arrivé là-bas, il a continué à grimper au sommet des chutes. Il faut généralement 30 minutes à quelqu'un pour arriver au sommet. Stanley a pris le temps de voir la vue donc sa montée a pris 7 fois plus de temps que d'habitude. Combien de minutes a-t-il fallu à Stanley pour arriver au sommet ?","var1 = trouver(temps habituel pour arriver au sommet) # 30, var2 = trouver(facteur pour l'ascension de Stanley) # 7, var1 = multiplier(var1, var2), APPEL # 30 * 7 = 210, retour(var1) # 210"
632,"Jack a reçu 3 e-mails le matin, 4 e-mails l'après-midi et 8 e-mails le soir. Combien d'e-mails Jack a-t-il reçus le matin et le soir ?","var1 = find(emails du matin) # 3, var2 = find(emails du soir) # 8, var3 = add(var1, var2), CALL # 3 + 8 = 11, return(var3) # 11"
479,"Après avoir mangé un copieux repas, ils sont allés voir le palais de Buckingham. Là, Rachel a appris que 100 visiteurs étaient venus au palais de Buckingham la veille. S'il y avait 666 visiteurs ce jour-là, combien de visiteurs de plus ont visité le palais de Buckingham ce jour-là que la veille ?","var1 = find(visiteurs du jour actuel) # 666, var2 = find(visiteurs du jour précédent) # 100, var3 = subtract(var1, var2), CALL # 666 - 100 = 566, return(var3) # 566"
1740,"Hazel et son père adorent tous les deux partir à la pêche. Cette année, ils ont prévu de faire le tour des Grands Lacs pour une expérience de pêche unique. Leur premier arrêt est le lac Ontario. Hazel et son père ont décidé d'organiser un concours entre eux. Si Hazel a attrapé 24 saumons et que son père en a attrapé 27, combien de saumons ont-ils attrapés au total ?","var1 = find(Hazel's salmons) # 24, var2 = find(dad's salmons) # 27, var1 = add(var1, var2), CALL # 24 + 27 = 51, return(var1) # 51"
932,Un boulanger avait déjà soixante-dix-huit gâteaux mais en fabriquait neuf de plus. Combien de gâteaux le boulanger avait-il au total ?,"var1 = find(starting cakes) # 78, var2 = find(new cakes) # 9, var1 = add(var1, var2), CALL # 78 + 9 = 87, return(var1) # 87"
1225,"À la galerie marchande, Henry avait gagné cinquante-huit billets. Plus tard, il a remporté quarante autres billets. Combien de billets Henry avait-il au total ?","var1 = find(starting tickets) # 58, var2 = find(new tickets) # 40, var1 = add(var1, var2), CALL # 58 + 40 = 98, return(var1) # 98"
1550,Anita a besoin de 26 cartons de baies pour fabriquer un cordonnier aux baies. Elle a déjà 10 cartons de fraises et 9 cartons de myrtilles. Combien de cartons de baies supplémentaires Anita devrait-elle acheter ?,"var1 = trouver (fraises) # 10, var2 = trouver (myrtilles) # 9, var3 = ajouter (var1, var2), APPEL # 10 + 9 = 19, var4 = trouver (nombre total de cartons nécessaires) # 26, var5 = soustraire ( var4, var3), APPEL # 26 - 19 = 7, retour (var5) # 7"
1907,"Au gymnase, Hillary nage tous les 6 jours, court tous les 4 jours et fait du vélo tous les 16 jours. Si elle a fait les trois activités aujourd'hui, dans combien de jours les fera-t-elle à nouveau le même jour ?","var1 = LCM(6, 4, 16) # LCM(6, 4, 16) = 48, retour(var1) # 48"
368,Chaque grande roue du parc paradisiaque compte 19 sièges. Chaque siège d'une grande roue peut accueillir 15 personnes. Combien de personnes peuvent monter sur 20 grandes roues en même temps ?,"var1 = trouver(sièges par grande roue) # 19, var2 = trouver(personnes par siège) # 15, var3 = multiplier(var1, var2), var4 = trouver(grandes roues) # 20, var5 = multiplier(var3, var4) , APPEL # 19 * 15 = 285, 285 * 20 = 5700, retour (var5) # 5700"
231,Katie a eu 81 jeux ds et ses amis ont eu 59 jeux. Combien de jeux Katie a-t-elle de plus que ses amis ?,"var1 = trouver (jeux Katie) # 81, var2 = trouver (jeux amis) # 59, var3 = soustraire (var1, var2), APPEL # 81 - 59 = 22, retour (var3) # 22"
522,Josh avait 19 billes dans sa collection. Il a perdu 11 billes et en a trouvé 5 nouvelles. Combien de billes a-t-il maintenant ?,"var1 = trouver(billes initiales) # 19, var2 = trouver(billes perdues) # 11, var3 = soustraire(var1, var2), var4 = trouver(billes gagnées) # 5, var5 = ajouter(var3, var4), CALL # 19 - 11 + 5 = 13, retour(var5) # 13"
135,"Une épicerie avait 54 bouteilles de soda light, 83 bouteilles de soda ordinaire et 12 pommes. Combien y avait-il de bouteilles de soda ordinaire de plus que de soda light ?","var1 = trouver (soda light) # 54, var2 = soustraire (83, 54), APPEL # 83 - 54 = 29, retour (var2) # 29"
25,Il y a des paniers de pêches. Chaque panier contient 4 pêches rouges et 3 pêches vertes. S'il y a un total de 7 pêches dans tous les paniers Combien y a-t-il de paniers de pêches ?,"var1 = trouver(pêches) #7, var2 = trouver(pêches rouges) #4, var3 = diviser(var1, var2), CALL # 7 / 4 = 1.75, var4 = add(var2, 3), CALL # 4 + 3 = 7, var5 = diviser(var1, var4), APPEL # 7 / 7 = 1, retour(var5) # 1"
532,"Chaque jour, Ryan passe 3 heures à apprendre l'anglais et quelques heures de plus à apprendre le chinois. S'il passe un total de 4 heures à apprendre l'anglais et le chinois tous les jours, combien d'heures passe-t-il à apprendre le chinois ?","var1 = find(heures anglaises) # 3, var2 = find(heures totales) # 4, var3 = subtract(var2, var1), CALL # 4 - 3 = 1, return(var3) # 1"
1322,"Pour l'anniversaire de Bianca, 5 de ses amis lui ont donné 6 dollars. Combien d'argent a-t-elle reçu pour son anniversaire ?","var1 = find(dollars per friend) # 6, var2 = find(friends) # 5, var3 = multiplier(var1, var2), CALL # 6 * 5 = 30, return(var3) # 30"
923,"Isabel avait quatre-vingt-dix jeux DS. Si elle en donnait quatre-vingt-sept à son amie, combien lui en resterait-il ?","var1 = find(nombre total de parties) # 90, var2 = find(parties données) # 87, var3 = subtract(var1, var2), CALL # 90 - 87 = 3, return(var3) # 3"
1724,Mme Hilt avait 38 billes. Elle en a perdu 15. Combien lui reste-t-il de billes ?,"var1 = trouver (nombre de billes que Mme Hilt avait) # 38, var2 = trouver (nombre de billes perdues) # 15, var3 = soustraire (var1, var2), APPEL # 38 - 15 = 23, retour (var3) # 23"
478,"Baker a vendu 8 gâteaux. S'il avait fait 40 gâteaux au départ, combien de gâteaux le boulanger a-t-il fait de plus que ceux qu'il a vendus ?","var1 = find(total cakes made) # 40, var2 = find(gâteaux vendus) # 8, var3 = subtract(var1, var2), CALL # 40 - 8 = 32, return(var3) # 32"
2356,"Ils ont servi un total de 179 adultes et 141 enfants, si 156 de toutes les personnes qu'ils ont servies sont des hommes, combien sont des femmes ?","var1 = find(nombre total de personnes servies) # 179 + 141 = 320, var2 = find(nombre d'hommes servis) # 156, var1 = subtract(var1, var2), CALL # 320 - 156 = 164, return(var1 ) #164"
192,Randy a 90 blocs. Il utilise 89 blocs pour construire une maison et 63 blocs pour construire une tour. Combien de blocs de plus a-t-il utilisé pour construire la maison que pour construire la tour ?,"var1 = trouver (blocs de maisons) # 89, var2 = soustraire (var1, 63), APPEL # 89 - 63 = 26, retour (var2) # 26"
289,"Debby a acheté 200 bouteilles d'eau et 256 bouteilles de soda lorsqu'elles étaient en solde. Si elle buvait 312 bouteilles d'eau et 4 bouteilles de soda par jour, combien de jours dureraient les bouteilles de soda ?","var1 = find(bouteilles d'eau achetées) # 200, var2 = find(bouteilles de soda achetées) # 256, var3 = find(bouteilles d'eau bues par jour) # 312, var4 = find(bouteilles de soda bues par jour) # 4, var5 = diviser(var1, var3), var6 = diviser(var2, var4), APPEL # 200/312 = 0.64, 256/4 = 64, retour(var6) # 64"
1800,Il y a 22 chiens dans la ferme. Ils vivent dans 5 niches à parts égales. Combien y a-t-il de chiens dans chaque niche ?,"var1 = trouver(chiens) # 22, var2 = trouver(niches) # 5, var3 = diviser(var1, var2), CALL # 22 / 5 = 4.4, var3 = round(var3), CALL # round(4.4) = 4, retour(var3) # 4"
637,"Ils ont décidé d'organiser la fête dans leur jardin. Ils ont 2 ensembles de tables, chacun ayant le même nombre de chaises. S'il y a un total de 12 chaises dans le jardin, combien y a-t-il de chaises pour chaque table ?","var1 = find(nombre total de chaises) # 12, var2 = find(nombre d'ensembles) # 2, var1 = diviser(var1, var2), CALL # 12 / 2 = 6, return(var1) # 6"
1805,"Arrivés sur place, ils ont vu que SFL était déjà rempli de monde. Chaque entrée a une longue file d'attente, avec 283 personnes qui attendent pour entrer. Si SFL a 5 entrées, combien de personnes au total attendent pour entrer ?","var1 = find(personnes par entrée) # 283, var2 = find(nombre d'entrées) # 5, var1 = multiplier(var1, var2), CALL # 283 * 5 = 1415, return(var1) # 1415"
1753,Mme Hilt a lu 4 livres. Chaque livre comportait 17 chapitres. Combien de chapitres Mme Hilt a-t-elle lus ?,"var1 = find(livres lus) # 4, var2 = find(chapitres par livre) # 17, var3 = multiplier(var1, var2), CALL # 4 * 17 = 68, return(var3) # 68"
581,"Rachel a cueilli 6 pommes mûres de son arbre. Maintenant, l'arbre a 2 pommes mûres et 4 pommes non mûres. Combien de pommes l'arbre avait-il au départ ?","var1 = trouver(pommes mûres cueillies) # 6, var2 = trouver(pommes mûres sur l'arbre) # 2, var3 = trouver(pommes non mûres sur l'arbre) # 4, var4 = ajouter(var2, var3), var5 = ajouter( var4, var1), APPEL # 2 + 4 + 6 = 12, retour (var5) # 12"
719,"Rachel a cueilli 3 pommes mûres de son arbre. Maintenant, l'arbre a 2 pommes mûres et 27 pommes non mûres. Combien de pommes mûres l'arbre avait-il au départ ?","var1 = find(Pommes mûres cueillies) # 3, var2 = find(Pommes mûres maintenant) # 2, var3 = add(var1, var2), CALL # 3 + 2 = 5, return(var3) # 5"
613,"Matthew a donné un nombre égal de craquelins à ses 18 amis. S'il avait 36 ​​craquelins, combien de craquelins chaque personne a-t-elle mangés ?","var1 = trouver(nombre total de crackers) # 36, var2 = trouver(nombre d'amis) # 18, var3 = diviser(var1, var2), APPEL # 36 / 18 = 2, retour(var3) # 2"
128,Faye plaçait 30 crayons en rangées avec 5 crayons dans chaque rangée. Combien de rangées pouvait-elle faire ?,"var1 = find(crayons) #30, var2 = diviser(var1, 5), CALL # 30 / 5 = 6, return(var2) # 6"
2039,"Certaines familles de cerfs déménagent également pour éviter la pénurie d'herbe qui résultera des blizzards occasionnels. S'il y a 79 familles de cerfs dans la région et qu'environ 45 d'entre elles sont restées, combien de familles de cerfs ont déménagé ?","var1 = find(familles de cerfs dans la région) # 79, var2 = find(familles de cerfs restés) # 45, var1 = subtract(var1, var2), CALL # 79 - 45 = 34, return(var1) # 34"
1538,"C'est la Saint-Valentin dans la ville et le maire Harvey veut célébrer en offrant des fleurs aux institutions pour femmes. Son premier bénéficiaire fut la maison de retraite pour femmes âgées. Il a acheté 3 ensembles de fleurs, 90 pièces chacun. Combien de fleurs a-t-il achetées pour la maison de retraite ?","var1 = find(nombre d'ensembles de fleurs) # 3, var2 = find(pièces par ensemble) # 90, var1 = multiplier(var1, var2), CALL # 3 * 90 = 270, return(var1) # 270"
1458,"Il y a 72 garçons et 90 filles dans l'équipe de mathématiques. Pour le prochain concours de mathématiques, M. Johnson aimerait disposer tous les élèves en rangées égales avec uniquement des filles ou uniquement des garçons dans chaque rangée. Quel est le plus grand nombre d'élèves pouvant être dans chaque rangée ?","var1 = trouver(garçons) # 72, var2 = trouver(filles) # 90, var3 = gcd(var1,var2), CALL # gcd(72,90) = 18, return(var3) # 18"
937,"Amy a téléchargé 180 photos sur Facebook. Si elle a mis les photos dans 9 albums avec le même nombre de photos dans chaque album, combien y avait-il de photos dans chaque album ?","var1 = trouver(photos) # 180, var2 = trouver(albums) # 9, var3 = diviser(var1, var2), APPEL # 180 / 9 = 20, retour(var3) # 20"
